Leg,Site,H,Cor,T,   Sc,LL(m),CL(m),Top(mbsf),Comment
306,1313,B,23,H,CC(7),0.23,0.23,217.12,
306,1313,B,24,H,1,0.36,0.36,216.9,Crushed Liner.
306,1313,B,24,H,2,1.5,1.5,217.26,
306,1313,B,24,H,3,1.5,1.5,218.76,
306,1313,B,24,H,4,1.5,1.5,220.26,
306,1313,B,24,H,5,1.5,1.5,221.76,
306,1313,B,24,H,6,1.41,1.41,223.26,
306,1313,B,24,H,   CC,0.58,0.58,224.67,
306,1313,B,25,H,1,0.87,0.87,226.4,Crushed Liner.
306,1313,B,25,H,2,1.5,1.5,227.27,
306,1313,B,25,H,3,1.5,1.5,228.77,
306,1313,B,25,H,4,1.5,1.5,230.27,
306,1313,B,25,H,5,1.5,1.5,231.77,
306,1313,B,25,H,6,1.25,1.25,233.27,
306,1313,B,25,H,   CC,0.8,0.8,234.52,
306,1313,B,26,H,1,1.14,1.14,235.9,
306,1313,B,26,H,2,1.1,1.1,237.04,
306,1313,B,26,H,3,1.1,1.1,238.14,
306,1313,B,26,H,4,1.14,1.14,239.24,
306,1313,B,26,H,5,1.5,1.5,240.38,
306,1313,B,26,H,6,1.5,1.5,241.88,
306,1313,B,26,H,   CC,0.61,0.61,243.38,
306,1313,B,27,H,1,1.5,1.5,245.4,
306,1313,B,27,H,2,1.5,1.5,246.9,
306,1313,B,27,H,3,1.5,1.5,248.4,
306,1313,B,27,H,4,1.5,1.5,249.9,
306,1313,B,27,H,5,1.5,1.5,251.4,
306,1313,B,27,H,6,1.5,1.5,252.9,
306,1313,B,27,H,7,0.67,0.67,254.4,
306,1313,B,27,H,CC(7),0.14,0.14,255.07,
306,1313,B,28,H,1,1.5,1.5,254.9,
306,1313,B,28,H,2,1.5,1.5,256.4,
306,1313,B,28,H,3,1.5,1.5,257.9,
306,1313,B,28,H,4,1.5,1.5,259.4,
306,1313,B,28,H,5,1.5,1.5,260.9,
306,1313,B,28,H,6,1,1,262.4,
306,1313,B,28,H,7,0.92,0.92,263.4,
306,1313,B,28,H,CC(7),0.13,0.13,264.32,
306,1313,B,29,H,1,1.5,1.5,264.4,
306,1313,B,29,H,2,1.5,1.5,265.9,
306,1313,B,29,H,3,1.5,1.5,267.4,
306,1313,B,29,H,4,1.5,1.5,268.9,
306,1313,B,29,H,5,1.5,1.5,270.4,
306,1313,B,29,H,6,1.5,1.5,271.9,
306,1313,B,29,H,7,0.52,0.52,273.4,
306,1313,B,29,H,CC(7),0.07,0.07,273.92,
306,1313,B,30,H,1,1.5,1.5,273.9,
306,1313,B,30,H,2,1.5,1.5,275.4,
306,1313,B,30,H,3,1,1,276.9,
306,1313,B,30,H,4,0.85,0.85,277.9,
306,1313,B,30,H,5,0.97,0.97,278.75,
306,1313,B,30,H,6,1,1,279.72,
306,1313,B,30,H,7,1.5,1.5,280.72,
306,1313,B,30,H,   CC,0.08,0.08,282.22,
306,1313,B,31,H,1,1.5,1.5,283.4,
306,1313,B,31,H,2,1.5,1.5,284.9,
306,1313,B,31,H,3,1.5,1.5,286.4,
306,1313,B,31,H,4,1.5,1.5,287.9,
306,1313,B,31,H,5,1.5,1.5,289.4,
306,1313,B,31,H,6,1.5,1.5,290.9,
306,1313,B,31,H,7,0.67,0.67,292.4,
306,1313,B,31,H,CC(7),0.14,0.14,293.07,
306,1313,B,32,H,1,1.5,1.5,292.9,
306,1313,B,32,H,2,1.5,1.5,294.4,
306,1313,B,32,H,3,1.5,1.5,295.9,
306,1313,B,32,H,4,1.5,1.5,297.4,
306,1313,B,32,H,5,1.5,1.5,298.9,
306,1313,B,32,H,6,1.5,1.5,300.4,
306,1313,B,32,H,7,0.62,0.62,301.9,
306,1313,B,32,H,CC(7),0.15,0.15,302.52,
306,1313,C,1,H,1,1.5,1.5,0,
306,1313,C,1,H,2,1.05,1.05,1.5,
306,1313,C,1,H,CC(2),0.16,0.16,2.55,
306,1313,C,2,H,1,1.5,1.5,2.7,
306,1313,C,2,H,2,1.5,1.5,4.2,
306,1313,C,2,H,3,1.5,1.5,5.7,
306,1313,C,2,H,4,1.5,1.5,7.2,
306,1313,C,2,H,5,1.5,1.5,8.7,
306,1313,C,2,H,6,1.5,1.5,10.2,
306,1313,C,2,H,7,0.82,0.82,11.7,
306,1313,C,2,H,CC(7),0.22,0.22,12.52,
306,1313,C,3,H,1,1.5,1.5,12.2,
306,1313,C,3,H,2,1.5,1.5,13.7,
306,1313,C,3,H,3,1.5,1.5,15.2,
306,1313,C,3,H,4,1.5,1.5,16.7,
306,1313,C,3,H,5,1.5,1.5,18.2,
306,1313,C,3,H,6,1.5,1.5,19.7,
306,1313,C,3,H,7,0.78,0.78,21.2,
306,1313,C,3,H,CC(7),0.26,0.26,21.98,
306,1313,C,4,H,1,1.5,1.5,21.7,
306,1313,C,4,H,2,1.5,1.5,23.2,
306,1313,C,4,H,3,1.5,1.5,24.7,
306,1313,C,4,H,4,1.5,1.5,26.2,
306,1313,C,4,H,5,1.5,1.5,27.7,
306,1313,C,4,H,6,1.5,1.5,29.2,
306,1313,C,4,H,7,0.82,0.82,30.7,
306,1313,C,4,H,CC(7),0.24,0.24,31.52,
306,1313,C,5,H,1,1.5,1.5,31.2,
306,1313,C,5,H,2,1.5,1.5,32.7,
306,1313,C,5,H,3,1.5,1.5,34.2,
306,1313,C,5,H,4,1.5,1.5,35.7,
306,1313,C,5,H,5,1.5,1.5,37.2,
306,1313,C,5,H,6,1.5,1.5,38.7,
306,1313,C,5,H,7,0.82,0.82,40.2,
306,1313,C,5,H,CC(7),0.25,0.25,41.02,
306,1313,C,6,H,1,1.5,1.5,40.7,
306,1313,C,6,H,2,1.5,1.5,42.2,
306,1313,C,6,H,3,1.5,1.5,43.7,
306,1313,C,6,H,4,1.5,1.5,45.2,
306,1313,C,6,H,5,1.5,1.5,46.7,
306,1313,C,6,H,6,1.5,1.5,48.2,
306,1313,C,6,H,7,0.68,0.68,49.7,
306,1313,C,6,H,CC(7),0.24,0.24,50.38,
306,1313,C,7,H,1,1.5,1.5,50.2,
306,1313,C,7,H,2,1.5,1.5,51.7,
306,1313,C,7,H,3,1.5,1.5,53.2,
306,1313,C,7,H,4,1.5,1.5,54.7,
306,1313,C,7,H,5,1.5,1.5,56.2,
306,1313,C,7,H,6,1.5,1.5,57.7,
306,1313,C,7,H,7,0.68,0.68,59.2,
306,1313,C,7,H,CC(7),0.27,0.27,59.88,
306,1313,C,8,H,1,1.5,1.5,59.7,
306,1313,C,8,H,2,1.5,1.5,61.2,
306,1313,C,8,H,3,1.5,1.5,62.7,
306,1313,C,8,H,4,1.5,1.5,64.2,
306,1313,C,8,H,5,1.5,1.5,65.7,
306,1313,C,8,H,6,1.5,1.5,67.2,
306,1313,C,8,H,7,0.74,0.74,68.7,
306,1313,C,8,H,CC(7),0.33,0.33,69.44,
306,1313,C,9,H,1,1.5,1.5,69.2,
306,1313,C,9,H,2,1.5,1.5,70.7,
306,1313,C,9,H,3,1.5,1.5,72.2,
306,1313,C,9,H,4,1.5,1.5,73.7,
306,1313,C,9,H,5,1.5,1.5,75.2,
306,1313,C,9,H,6,1.5,1.5,76.7,
306,1313,C,9,H,7,0.82,0.82,78.2,
306,1313,C,9,H,CC(7),0.16,0.16,79.02,
306,1313,C,10,H,1,1.5,1.5,78.7,
306,1313,C,10,H,2,1.5,1.5,80.2,
306,1313,C,10,H,3,1.5,1.5,81.7,
306,1313,C,10,H,4,1.5,1.5,83.2,
306,1313,C,10,H,5,1.5,1.5,84.7,
306,1313,C,10,H,6,1.5,1.5,86.2,
306,1313,C,10,H,7,0.64,0.64,87.7,
306,1313,C,10,H,CC(7),0.22,0.22,88.34,
306,1313,C,11,H,1,1.5,1.5,88.2,
306,1313,C,11,H,2,1.5,1.5,89.7,
306,1313,C,11,H,3,1.5,1.5,91.2,
306,1313,C,11,H,4,1.5,1.5,92.7,
306,1313,C,11,H,5,1.5,1.5,94.2,
306,1313,C,11,H,6,1.5,1.5,95.7,
306,1313,C,11,H,7,0.66,0.66,97.2,
306,1313,C,11,H,CC(7),0.27,0.27,97.86,
306,1313,C,12,H,1,1.5,1.5,97.7,
306,1313,C,12,H,2,1.5,1.5,99.2,
306,1313,C,12,H,3,1.5,1.5,100.7,
306,1313,C,12,H,4,1.5,1.5,102.2,
306,1313,C,12,H,5,1.5,1.5,103.7,
306,1313,C,12,H,6,1.5,1.5,105.2,
306,1313,C,12,H,7,0.73,0.73,106.7,
306,1313,C,12,H,CC(7),0.27,0.27,107.43,0/0
306,1313,C,13,H,1,1.5,1.5,107.2,
306,1313,C,13,H,2,1.5,1.5,108.7,
306,1313,C,13,H,3,1.5,1.5,110.2,
306,1313,C,13,H,4,1.5,1.5,111.7,
306,1313,C,13,H,5,1.5,1.5,113.2,
306,1313,C,13,H,6,1.5,1.5,114.7,
306,1313,C,13,H,7,0.66,0.66,116.2,
306,1313,C,13,H,CC(7),0.29,0.29,116.86,
306,1313,C,14,H,1,1.5,1.5,116.7,
306,1313,C,14,H,2,1.5,1.5,118.2,
306,1313,C,14,H,3,1.5,1.5,119.7,
306,1313,C,14,H,4,1.5,1.5,121.2,
306,1313,C,14,H,5,1.5,1.5,122.7,
306,1313,C,14,H,6,1.5,1.5,124.2,
306,1313,C,14,H,7,0.77,0.77,125.7,
306,1313,C,14,H,CC(7),0.26,0.26,126.47,
306,1313,C,15,H,1,1.5,1.5,126.2,
306,1313,C,15,H,2,1.5,1.5,127.7,
306,1313,C,15,H,3,1.5,1.5,129.2,
306,1313,C,15,H,4,1.5,1.5,130.7,
306,1313,C,15,H,5,1.5,1.5,132.2,
306,1313,C,15,H,6,1.5,1.5,133.7,
306,1313,C,15,H,7,0.78,0.78,135.2,
306,1313,C,15,H,CC(7),0.26,0.26,135.98,
306,1313,C,16,H,1,1.5,1.5,135.7,
306,1313,C,16,H,2,1.5,1.5,137.2,
306,1313,C,16,H,3,1.5,1.5,138.7,
306,1313,C,16,H,4,1.5,1.5,140.2,
306,1313,C,16,H,5,1.5,1.5,141.7,
306,1313,C,16,H,6,1.5,1.5,143.2,
306,1313,C,16,H,7,0.26,0.26,144.7,
306,1313,C,16,H,CC(7),0.51,0.51,144.96,
306,1313,C,17,H,1,1.5,1.5,145.2,
306,1313,C,17,H,2,1.5,1.5,146.7,
306,1313,C,17,H,3,1.5,1.5,148.2,
306,1313,C,17,H,4,1.5,1.5,149.7,
306,1313,C,17,H,5,1.5,1.5,151.2,
306,1313,C,17,H,6,1.5,1.5,152.7,
306,1313,C,17,H,7,0.79,0.79,154.2,
306,1313,C,17,H,CC(7),0.21,0.21,154.99,
306,1313,C,18,H,1,1.5,1.5,154.7,
306,1313,C,18,H,2,1.5,1.5,156.2,
306,1313,C,18,H,3,1.5,1.5,157.7,
306,1313,C,18,H,4,1.5,1.5,159.2,
306,1313,C,18,H,5,1.5,1.5,160.7,
306,1313,C,18,H,6,1.5,1.5,162.2,
306,1313,C,18,H,7,0.84,0.84,163.7,
306,1313,C,18,H,CC(7),0.2,0.2,164.54,
306,1313,C,19,H,1,1.5,1.5,164.2,
306,1313,C,19,H,2,1.5,1.5,165.7,
306,1313,C,19,H,3,1.5,1.5,167.2,
306,1313,C,19,H,4,1.5,1.5,168.7,
306,1313,C,19,H,5,1.5,1.5,170.2,
306,1313,C,19,H,6,1.5,1.5,171.7,
306,1313,C,19,H,7,0.69,0.69,173.2,
306,1313,C,19,H,CC(7),0.14,0.14,173.89,
306,1313,C,20,H,1,1.5,1.5,173.7,
306,1313,C,20,H,2,1.5,1.5,175.2,
306,1313,C,20,H,3,1.5,1.5,176.7,
306,1313,C,20,H,4,1.5,1.5,178.2,
306,1313,C,20,H,5,1.5,1.5,179.7,
306,1313,C,20,H,6,1.5,1.5,181.2,
306,1313,C,20,H,7,0.58,0.58,182.7,
306,1313,C,20,H,CC(7),0.05,0.05,183.28,
306,1313,C,21,H,1,1.5,1.5,183.2,
306,1313,C,21,H,2,1.5,1.5,184.7,
306,1313,C,21,H,3,1.5,1.5,186.2,
306,1313,C,21,H,4,1.5,1.5,187.7,
306,1313,C,21,H,5,1.5,1.5,189.2,
306,1313,C,21,H,6,1.5,1.5,190.7,
306,1313,C,21,H,7,0.83,0.83,192.2,
306,1313,C,21,H,CC(7),0.21,0.21,193.03,
306,1313,C,22,H,1,1.5,1.5,192.7,
306,1313,C,22,H,2,1.5,1.5,194.2,
306,1313,C,22,H,3,1.5,1.5,195.7,
306,1313,C,22,H,4,1.5,1.5,197.2,
306,1313,C,22,H,5,1.5,1.5,198.7,
306,1313,C,22,H,6,1.5,1.5,200.2,
306,1313,C,22,H,7,0.85,0.85,201.7,
306,1313,C,22,H,CC(7),0.2,0.2,202.55,
306,1313,C,23,H,1,1.5,1.5,202.2,
306,1313,C,23,H,2,1.5,1.5,203.7,
306,1313,C,23,H,3,1.5,1.5,205.2,
306,1313,C,23,H,4,1.5,1.5,206.7,
306,1313,C,23,H,5,1.5,1.5,208.2,
306,1313,C,23,H,6,1.5,1.5,209.7,
306,1313,C,23,H,7,0.81,0.81,211.2,
306,1313,C,23,H,CC(7),0.3,0.3,212.01,
306,1313,C,24,H,1,1.5,1.5,211.7,
306,1313,C,24,H,2,1.5,1.5,213.2,
306,1313,C,24,H,3,1.5,1.5,214.7,
306,1313,C,24,H,4,1.5,1.5,216.2,
306,1313,C,24,H,5,1.5,1.5,217.7,
306,1313,C,24,H,6,1.5,1.5,219.2,
306,1313,C,24,H,7,0.61,0.61,220.7,
306,1313,C,24,H,CC(7),0.23,0.23,221.31,
306,1313,C,25,H,1,1.5,1.5,221.2,
306,1313,C,25,H,2,1.5,1.5,222.7,
306,1313,C,25,H,3,1.5,1.5,224.2,
306,1313,C,25,H,4,1.5,1.5,225.7,
306,1313,C,25,H,5,1.5,1.5,227.2,
306,1313,C,25,H,6,1.5,1.5,228.7,
306,1313,C,25,H,7,0.54,0.54,230.2,
306,1313,C,25,H,CC(7),0.19,0.19,230.74,
306,1313,C,26,H,1,1.5,1.5,230.7,
306,1313,C,26,H,2,1.5,1.5,232.2,
306,1313,C,26,H,3,1.5,1.5,233.7,
306,1313,C,26,H,4,1.5,1.5,235.2,
306,1313,C,26,H,5,1.5,1.5,236.7,
306,1313,C,26,H,6,1,1,238.2,
306,1313,C,26,H,7,0.99,0.99,239.2,
306,1313,C,26,H,CC(7),0.19,0.19,240.19,
306,1313,C,27,H,1,1.5,1.5,240.2,
306,1313,C,27,H,2,1.5,1.5,241.7,
306,1313,C,27,H,3,1.5,1.5,243.2,
306,1313,C,27,H,4,1.5,1.5,244.7,
306,1313,C,27,H,5,1.5,1.5,246.2,
306,1313,C,27,H,6,1,1,247.7,
306,1313,C,27,H,7,0.96,0.96,248.7,
306,1313,C,27,H,CC(7),0.13,0.13,249.66,
306,1313,C,28,H,1,1.5,1.5,249.7,
306,1313,C,28,H,2,1.5,1.5,251.2,
306,1313,C,28,H,3,1.5,1.5,252.7,
306,1313,C,28,H,4,1.5,1.5,254.2,
306,1313,C,28,H,5,1.5,1.5,255.7,
306,1313,C,28,H,6,1.5,1.5,257.2,
306,1313,C,28,H,7,0.56,0.56,258.7,
306,1313,C,28,H,CC(7),0.1,0.1,259.26,All to PAL.
306,1313,C,29,H,1,1.5,1.5,259.2,
306,1313,C,29,H,2,1.5,1.5,260.7,
306,1313,C,29,H,3,1.5,1.5,262.2,
306,1313,C,29,H,4,1.5,1.5,263.7,
306,1313,C,29,H,5,1.5,1.5,265.2,
306,1313,C,29,H,6,1.5,1.5,266.7,
306,1313,C,29,H,7,0.69,0.69,268.2,
306,1313,C,29,H,CC(7),0.1,0.1,268.89,
306,1313,C,30,H,1,1.5,1.5,268.7,
306,1313,C,30,H,2,1.5,1.5,270.2,
306,1313,C,30,H,3,1.5,1.5,271.7,
306,1313,C,30,H,4,1.5,1.5,273.2,
306,1313,C,30,H,5,1.5,1.5,274.7,
306,1313,C,30,H,6,1.5,1.5,276.2,
306,1313,C,30,H,7,0.85,0.85,277.7,
306,1313,C,30,H,CC(7),0.25,0.25,278.55,
306,1313,C,31,H,1,1.5,1.5,278.2,
306,1313,C,31,H,2,1.5,1.5,279.7,
306,1313,C,31,H,3,1.5,1.5,281.2,
306,1313,C,31,H,4,1.5,1.5,282.7,
306,1313,C,31,H,5,1.5,1.5,284.2,
306,1313,C,31,H,6,0.98,0.98,285.7,
306,1313,C,31,H,CC(6),0.25,0.25,286.68,
306,1313,C,32,H,1,1.5,1.5,286.9,
306,1313,C,32,H,2,1.5,1.5,288.4,
306,1313,C,32,H,3,1.5,1.5,289.9,
306,1313,C,32,H,4,1,1,291.4,
306,1313,C,32,H,5,0.93,0.93,292.4,
306,1313,C,32,H,CC(5),0.12,0.12,293.33,
306,1313,D,1,H,1,1.5,1.5,0,
306,1313,D,1,H,2,1.5,1.5,1.5,
306,1313,D,1,H,3,1.5,1.5,3,
306,1313,D,1,H,4,1.5,1.5,4.5,
306,1313,D,1,H,5,1.5,1.5,6,
306,1313,D,1,H,6,1.5,1.5,7.5,
306,1313,D,1,H,7,0.61,0.61,9,
306,1313,D,1,H,CC(7),0.19,0.19,9.61,
306,1313,D,2,H,1,1.5,1.5,9.5,
306,1313,D,2,H,2,1.5,1.5,11,
306,1313,D,2,H,3,1.5,1.5,12.5,
306,1313,D,2,H,4,1.5,1.5,14,
306,1313,D,2,H,5,1.5,1.5,15.5,
306,1313,D,2,H,6,1.5,1.5,17,
306,1313,D,2,H,7,0.69,0.69,18.5,
306,1313,D,2,H,CC(7),0.15,0.15,19.19,
306,1313,D,3,H,1,1.5,1.5,19,
306,1313,D,3,H,2,1.5,1.5,20.5,
306,1313,D,3,H,3,1.5,1.5,22,
306,1313,D,3,H,4,1.5,1.5,23.5,
306,1313,D,3,H,5,1.5,1.5,25,
306,1313,D,3,H,6,1.5,1.5,26.5,
306,1313,D,3,H,7,0.6,0.6,28,
306,1313,D,3,H,CC(7),0.18,0.18,28.6,
306,1313,D,4,H,1,1.5,1.5,28.5,
306,1313,D,4,H,2,1.5,1.5,30,
306,1313,D,4,H,3,1.5,1.5,31.5,
306,1313,D,4,H,4,1.5,1.5,33,
306,1313,D,4,H,5,1.5,1.5,34.5,
306,1313,D,4,H,6,1.5,1.5,36,
306,1313,D,4,H,7,0.64,0.64,37.5,
306,1313,D,4,H,CC(7),0.15,0.15,38.14,
306,1313,D,5,H,1,1.5,1.5,38,
306,1313,D,5,H,2,1.5,1.5,39.5,
306,1313,D,5,H,3,1.5,1.5,41,
306,1313,D,5,H,4,1.5,1.5,42.5,
306,1313,D,5,H,5,1.5,1.5,44,
306,1313,D,5,H,6,1.5,1.5,45.5,
306,1313,D,5,H,7,0.55,0.55,47,
306,1313,D,5,H,CC(7),0.24,0.24,47.55,
306,1313,D,6,H,1,1.5,1.5,47.5,
306,1313,D,6,H,2,1.5,1.5,49,
306,1313,D,6,H,3,1.5,1.5,50.5,
306,1313,D,6,H,4,1.5,1.5,52,
306,1313,D,6,H,5,1.5,1.5,53.5,
306,1313,D,6,H,6,1.5,1.5,55,
306,1313,D,6,H,7,0.84,0.84,56.5,
306,1313,D,6,H,CC(7),0.26,0.26,57.34,
306,1313,D,7,H,1,1.5,1.5,57,
306,1313,D,7,H,2,1.5,1.5,58.5,
306,1313,D,7,H,3,1.5,1.5,60,
306,1313,D,7,H,4,1.5,1.5,61.5,
306,1313,D,7,H,5,1.5,1.5,63,
306,1313,D,7,H,6,1.5,1.5,64.5,
306,1313,D,7,H,7,0.73,0.73,66,
306,1313,D,7,H,CC(7),0.27,0.27,66.73,
306,1313,D,8,H,1,1.5,1.5,66.5,
306,1313,D,8,H,2,1.5,1.5,68,
306,1313,D,8,H,3,1.5,1.5,69.5,
306,1313,D,8,H,4,1.5,1.5,71,
306,1313,D,8,H,5,1.5,1.5,72.5,
306,1313,D,8,H,6,1.5,1.5,74,
306,1313,D,8,H,7,0.74,0.74,75.5,
306,1313,D,8,H,CC(7),0.23,0.23,76.24,
306,1313,D,9,H,1,1.5,1.5,76,
306,1313,D,9,H,2,1.5,1.5,77.5,
306,1313,D,9,H,3,1.5,1.5,79,
306,1313,D,9,H,4,1.5,1.5,80.5,
306,1313,D,9,H,5,1.5,1.5,82,
306,1313,D,9,H,6,1.5,1.5,83.5,
306,1313,D,9,H,7,0.74,0.74,85,
306,1313,D,9,H,CC(7),0.24,0.24,85.74,
306,1313,D,10,H,1,1.5,1.5,85.5,
306,1313,D,10,H,2,1.5,1.5,87,
306,1313,D,10,H,3,1.5,1.5,88.5,
306,1313,D,10,H,4,1.5,1.5,90,
306,1313,D,10,H,5,1.5,1.5,91.5,
306,1313,D,10,H,6,1.5,1.5,93,
306,1313,D,10,H,7,0.72,0.72,94.5,
306,1313,D,10,H,CC(7),0.25,0.25,95.22,
306,1313,D,11,H,1,1.5,1.5,95,
306,1313,D,11,H,2,1.5,1.5,96.5,
306,1313,D,11,H,3,1.5,1.5,98,
306,1313,D,11,H,4,1.5,1.5,99.5,
306,1313,D,11,H,5,1.5,1.5,101,
306,1313,D,11,H,6,1.5,1.5,102.5,
306,1313,D,11,H,7,0.78,0.78,104,
306,1313,D,11,H,CC(7),0.33,0.33,104.78,
306,1313,D,12,H,1,1.5,1.5,104.5,
306,1313,D,12,H,2,1.5,1.5,106,
306,1313,D,12,H,3,1.5,1.5,107.5,
306,1313,D,12,H,4,1.5,1.5,109,
306,1313,D,12,H,5,1.5,1.5,110.5,
306,1313,D,12,H,6,1.5,1.5,112,
306,1313,D,12,H,7,0.85,0.85,113.5,
306,1313,D,12,H,CC(7),0.26,0.26,114.35,
306,1313,D,13,H,1,1.5,1.5,114,
306,1313,D,13,H,2,1.5,1.5,115.5,
306,1313,D,13,H,3,1.5,1.5,117,
306,1313,D,13,H,4,1.5,1.5,118.5,
306,1313,D,13,H,5,1.5,1.5,120,
306,1313,D,13,H,6,1.5,1.5,121.5,
306,1313,D,13,H,7,0.7,0.7,123,
306,1313,D,13,H,CC(7),0.25,0.25,123.7,
306,1313,D,14,H,1,1.5,1.5,123.5,
306,1313,D,14,H,2,1.5,1.5,125,
306,1313,D,14,H,3,1.5,1.5,126.5,
306,1313,D,14,H,4,1.5,1.5,128,
306,1313,D,14,H,5,1.5,1.5,129.5,
306,1313,D,14,H,6,1.5,1.5,131,
306,1313,D,14,H,7,0.89,0.89,132.5,
306,1313,D,14,H,CC(7),0.22,0.22,133.39,
306,1313,D,15,H,1,1.5,1.5,133,
306,1313,D,15,H,2,1.5,1.5,134.5,
306,1313,D,15,H,3,1.5,1.5,136,
306,1313,D,15,H,4,1.5,1.5,137.5,
306,1313,D,15,H,5,1.5,1.5,139,
306,1313,D,15,H,6,1.5,1.5,140.5,
306,1313,D,15,H,7,0.88,0.88,142,
306,1313,D,15,H,CC(7),0.25,0.25,142.88,
306,1313,D,16,H,1,1.5,1.5,142.5,
306,1313,D,16,H,2,1.5,1.5,144,
306,1313,D,16,H,3,1.5,1.5,145.5,
306,1313,D,16,H,4,1.5,1.5,147,
306,1313,D,16,H,5,1.5,1.5,148.5,
306,1313,D,16,H,6,1.5,1.5,150,
306,1313,D,16,H,7,0.7,0.7,151.5,
306,1313,D,16,H,CC(7),0.14,0.14,152.2,