"Exp","Site","Hole","Core","Type","Sect","A/W","Top offset on section (cm)","Bot offset on section (cm)","Top depth CSF-A (m)","Top depth CSF-B (m)","Inorganic carbon (wt%)","Calcium carbonate (wt%)","Total carbon (wt%)","Hydrogen (wt%)","Nitrogen (wt%)","Sulfur (wt%)","Organic carbon (wt%), CHNS with treated sample (wt%)","Organic carbon (wt%) by difference (CHNS-COUL)","Sample treatment method (CHNS organic carbon)","Sample comments"
"323","U1344","A","1","H","5","","140.0","150.0","7.400","7.360","0.202","1.683","1.5169","0.0000","0.1525","0.5777","","1.31","","Ship SC Split"
"323","U1345","A","1","H","1","","140.0","150.0","1.400","1.400","0.432","3.600","1.8670","0.0000","0.1365","0.7249","","1.44","","Ship SC Split"
"323","U1345","A","1","H","2","","140.0","150.0","2.900","2.900","0.270","2.250","1.0226","0.0000","0.0827","0.2896","","0.75","","Ship SC Split"
"329","U1365","A","1","H","1","W","3.0","4.0","0.030","0.030","0.010","0.083","0.3200","","0.0510","","0.21","0.31","",""
"329","U1365","A","1","H","1","W","12.0","13.0","0.120","0.120","0.010","0.083","0.2700","","0.0490","","0.21","0.26","",""
"329","U1365","A","1","H","1","W","27.0","28.0","0.270","0.270","0.010","0.083","0.2100","","0.0460","","0.16","0.20","",""
"329","U1365","A","1","H","1","W","42.0","43.0","0.420","0.420","0.020","0.167","0.2000","","0.0470","","0.14","0.18","",""
"329","U1365","A","1","H","1","W","64.0","65.0","0.640","0.640","0.010","0.083","0.1600","","0.0460","","0.11","0.15","",""
"329","U1365","A","1","H","1","W","90.0","91.0","0.900","0.900","0.010","0.083","0.1700","","0.0400","","0.12","0.16","",""
"329","U1365","A","1","H","1","W","110.0","111.0","1.100","1.100","0.010","0.083","0.1300","","0.0390","","0.09","0.12","",""
"329","U1365","A","1","H","2","W","112.0","113.0","2.620","2.620","0.010","0.083","0.1000","","0.0330","","0.07","0.09","",""
"329","U1365","A","1","H","3","W","110.0","111.0","4.100","4.100","0.010","0.083","0.0900","","0.0330","","0.08","0.08","",""
"329","U1365","A","1","H","4","W","110.0","111.0","5.600","5.600","0.010","0.083","0.0500","","0.0100","","0.04","0.04","",""
"329","U1366","D","1","H","1","","0.0","1.0","0.000","0.000","0.030","0.250","0.1200","","0.0380","","0.07","0.09","",""
"329","U1366","D","1","H","1","","9.0","10.0","0.090","0.090","0.010","0.083","0.2000","","0.0440","","0.20","0.19","",""
"329","U1366","D","1","H","1","W","10.0","11.0","0.100","0.100","0.010","0.083","0.1700","","0.0460","","0.14","0.16","",""
"329","U1366","D","1","H","1","W","20.0","21.0","0.200","0.200","0.020","0.167","0.1200","","0.0390","","0.09","0.10","",""
"329","U1366","D","1","H","1","","30.0","40.0","0.300","0.300","0.010","0.083","0.1300","","0.0460","","0.09","0.12","",""
"329","U1366","D","1","H","1","W","48.0","49.0","0.480","0.480","0.010","0.083","0.1500","","0.0450","","0.09","0.14","",""
"329","U1366","D","1","H","1","","130.0","140.0","1.300","1.290","0.010","0.083","0.1200","","0.0430","","0.08","0.11","",""
"329","U1366","D","1","H","1","W","130.0","140.0","1.300","1.290","0.020","0.167","0.1200","","0.0410","","0.08","0.10","","Ship SC Split"
"329","U1366","D","1","H","2","","80.0","90.0","2.300","2.290","0.020","0.167","0.1000","","0.0360","","0.06","0.08","",""
"329","U1366","D","1","H","2","","130.0","140.0","2.800","2.780","0.020","0.167","0.0900","","0.0360","","0.05","0.07","",""
"329","U1366","D","1","H","2","","130.0","140.0","2.800","2.780","0.020","0.167","0.0800","","0.0320","","0.05","0.06","",""
"329","U1366","D","1","H","3","","130.0","140.0","4.300","4.280","0.030","0.250","0.0800","","0.0330","","0.05","0.05","",""
"329","U1366","D","1","H","4","","130.0","140.0","5.800","5.770","0.020","0.167","0.0700","","0.0230","","0.04","0.05","",""
"329","U1366","D","1","H","5","","130.0","140.0","7.300","7.260","0.050","0.417","0.0600","","0.0200","","0.04","0.01","",""
"329","U1366","D","1","H","7","","10.0","20.0","8.800","8.760","0.050","0.417","0.0900","","0.0220","","0.04","0.04","",""
"329","U1367","B","1","H","1","W","0.0","1.0","0.000","0.000","2.530","21.082","2.7900","","0.0290","","0.17","0.26","",""
"329","U1367","B","1","H","1","W","10.0","11.0","0.100","0.100","1.020","8.500","1.2100","","0.0260","","0.14","0.19","",""
"329","U1367","B","1","H","1","W","25.0","26.0","0.250","0.250","0.210","1.750","0.3500","","0.0250","","0.12","0.14","",""
"329","U1367","B","1","H","1","W","45.0","46.0","0.450","0.440","0.100","0.833","0.1900","","0.0150","","0.10","0.09","",""
"329","U1367","B","1","H","1","W","68.0","69.0","0.680","0.670","0.090","0.750","0.1600","","0.0150","","0.07","0.07","",""
"329","U1367","B","1","H","1","W","99.0","100.0","0.990","0.980","0.080","0.667","0.1500","","0.0140","","0.07","0.07","",""
"329","U1367","B","1","H","2","W","100.0","101.0","2.500","2.470","0.080","0.667","0.1300","","0.0080","","0.06","0.05","",""
"329","U1367","B","1","H","3","W","100.0","101.0","4.000","3.950","0.130","1.083","0.1400","","0.0050","","0.03","0.01","",""
"329","U1367","B","1","H","4","W","90.0","91.0","5.400","5.330","0.650","5.416","0.6900","","0.0040","","0.04","0.04","",""
"329","U1368","B","1","H","1","W","0.0","1.0","0.000","0.000","9.280","77.330","9.3100","","0.0140","","0.09","0.03","",""
"329","U1368","B","1","H","1","W","9.0","10.0","0.090","0.090","8.500","70.831","8.5500","","0.0000","","0.06","0.05","",""
"329","U1368","B","1","H","1","W","25.0","26.0","0.250","0.250","9.570","79.747","9.5200","","0.0000","","0.04","bdl","",""
"329","U1368","B","1","H","1","W","45.0","46.0","0.450","0.450","9.670","80.580","9.6400","","0.0000","","0.02","bdl","",""
"329","U1368","B","1","H","1","W","70.0","71.0","0.700","0.700","9.470","78.914","9.5600","","0.0000","","0.02","0.09","",""
"329","U1368","B","1","H","1","W","99.0","100.0","0.990","0.990","9.660","80.497","9.8000","","0.0000","","0.01","0.14","",""
"329","U1368","B","1","H","1","W","135.0","136.0","1.350","1.350","9.900","82.497","9.7700","","0.0000","","0.01","bdl","",""
"329","U1368","B","1","H","2","W","135.0","136.0","2.850","2.850","9.920","82.663","9.9600","","0.0000","","0.02","0.04","",""
"329","U1368","B","1","H","3","W","135.0","136.0","4.350","4.350","10.490","87.413","10.5100","","0.0000","","0.01","0.02","",""
"329","U1369","B","1","H","1","W","10.0","11.0","0.100","0.100","0.010","0.083","0.2400","","0.0700","","0.19","0.23","",""
"329","U1369","B","1","H","1","W","25.0","26.0","0.250","0.250","0.010","0.083","0.2000","","0.0690","","0.18","0.19","",""
"329","U1369","B","1","H","1","W","45.0","46.0","0.450","0.450","0.010","0.083","0.1700","","0.0550","","0.13","0.16","",""
"329","U1369","B","1","H","1","W","70.0","71.0","0.700","0.700","0.010","0.083","0.1400","","0.0530","","0.12","0.13","",""
"329","U1369","B","1","H","1","W","100.0","101.0","1.000","1.000","0.010","0.083","0.1300","","0.0480","","0.12","0.12","",""
"329","U1369","B","1","H","1","W","135.0","136.0","1.350","1.350","0.010","0.083","0.1200","","0.0410","","0.11","0.11","",""
"329","U1369","B","1","H","2","W","135.0","136.0","2.850","2.850","0.010","0.083","0.0800","","0.0260","","0.07","0.07","",""
"329","U1369","B","1","H","3","W","135.0","136.0","4.350","4.350","0.010","0.083","0.0800","","0.0250","","0.06","0.07","",""
"329","U1369","B","1","H","4","W","128.0","129.0","5.780","5.780","0.020","0.167","0.0600","","0.0200","","0.05","0.04","",""
"329","U1370","E","1","H","1","","5.0","7.0","0.050","0.050","0.010","0.083","0.3000","","0.0790","","0.25","0.29","","TOC sample taken off core"
"329","U1370","E","1","H","1","","13.0","15.0","0.130","0.130","0.0000","","0.2300","","0.0690","","0.21","","","TOC sample taken off core"
"329","U1370","E","1","H","1","","43.0","45.0","0.430","0.430","0.010","0.083","0.1900","","0.0630","","0.18","0.18","","TOC sample taken off core"
"329","U1370","E","1","H","1","","50.0","52.0","0.500","0.500","0.010","0.083","0.1900","","0.0610","","0.16","0.18","","TOC sample taken off core"
"329","U1370","E","1","H","1","","90.0","92.0","0.900","0.900","0.010","0.083","0.1300","","0.0550","","0.12","0.12","","TOC sample taken off core"
"329","U1370","E","1","H","1","","98.0","100.0","0.980","0.980","0.010","0.083","0.1300","","0.0530","","0.12","0.12","","TOC sample taken off core"
"329","U1370","E","1","H","1","","140.0","142.0","1.400","1.400","0.010","0.083","0.1200","","0.0520","","0.11","0.11","","TOC sample taken off core"
"329","U1370","E","1","H","1","","148.0","150.0","1.480","1.480","0.0000","","0.1300","","0.0520","","0.11","","","TOC sample taken off core"
"329","U1370","E","1","H","2","","90.0","100.0","2.400","2.400","0.010","0.083","0.1100","","0.0520","","0.10","0.10","","used for shipboard TOC"
"329","U1370","E","1","H","2","W","140.0","150.0","2.900","2.900","0.0000","","0.1100","","0.0530","","0.10","","","used for shipboard TOC"
"329","U1370","E","1","H","2","","140.0","150.0","2.900","2.900","0.0000","","0.1100","","0.0520","","0.10","","","used for shipboard TOC"
"329","U1370","E","1","H","3","","90.0","100.0","3.900","3.900","0.0000","","0.1000","","0.0500","","0.09","","","used for shipboard TOC"
"329","U1370","E","1","H","3","","140.0","150.0","4.400","4.400","0.0000","","0.0900","","0.0470","","0.09","","","used for shipboard TOC"
"329","U1370","E","1","H","3","","140.0","150.0","4.400","4.400","0.010","0.083","0.0900","","0.0420","","0.08","0.08","","used for shipboard TOC"
"329","U1370","E","1","H","4","","142.0","152.0","5.920","5.920","0.010","0.083","0.0700","","0.0320","","0.07","0.06","","used for shipboard TOC"
"329","U1371","E","1","H","1","","0.0","2.0","0.000","0.000","0.010","0.083","0.2500","","0.0470","","0.22","0.24","",""
"329","U1371","E","1","H","1","","8.0","10.0","0.080","0.080","0.0000","","0.2200","","0.0490","","0.20","","",""
"329","U1371","E","1","H","1","","40.0","42.0","0.400","0.400","0.0000","","0.1800","","0.0420","","0.15","","",""
"329","U1371","E","1","H","1","","48.0","50.0","0.480","0.480","0.010","0.083","0.1800","","0.0420","","0.16","0.17","",""
"329","U1371","E","1","H","1","","90.0","92.0","0.900","0.890","0.010","0.083","0.1300","","0.0350","","0.13","0.12","",""
"329","U1371","E","1","H","1","","98.0","100.0","0.980","0.970","0.0000","","0.1300","","0.0330","","0.12","","",""
"329","U1371","E","1","H","1","","140.0","142.0","1.400","1.390","0.0000","","0.1800","","0.0410","","0.16","","",""
"329","U1371","E","1","H","1","","148.0","150.0","1.480","1.470","0.0000","","0.1800","","0.0420","","0.16","","",""
"329","U1371","E","1","H","2","","90.0","100.0","2.400","2.380","0.0000","","0.1500","","0.0360","","0.14","","","used for shipboard TOC"
"329","U1371","E","1","H","2","","140.0","150.0","2.900","2.880","0.0000","","0.1400","","0.0360","","0.13","","","used for shipboard TOC"
"329","U1371","E","1","H","2","","140.0","150.0","2.900","2.880","0.010","0.083","0.1200","","0.0300","","0.12","0.11","","used for shipboard TOC"
"329","U1371","E","1","H","3","","140.0","150.0","4.400","4.370","0.0000","","0.1600","","0.0400","","0.16","","","used for shipboard TOC"
"329","U1371","E","1","H","3","","140.0","150.0","4.400","4.370","0.0000","","0.1800","","0.0410","","0.16","","","used for shipboard TOC"
"329","U1371","E","1","H","5","","140.0","150.0","7.400","7.350","0.0000","","0.1500","","0.0360","","0.13","","","used for shipboard TOC"
"330","U1374","A","1","R","1","W","103.0","104.0","1.030","1.030","10.222","85.180","10.6000","0.0000","0.0070","","","0.38","",""
"330","U1374","A","1","R","1","W","138.0","139.0","1.380","1.380","9.463","78.855","9.5700","0.0000","0.0000","","","0.11","",""
"330","U1374","A","1","R","2","W","96.0","97.0","2.460","2.460","10.038","83.647","10.3200","0.0100","0.0160","","","0.28","",""
"330","U1374","A","1","R","3","W","86.0","87.0","3.860","3.860","10.118","84.313","10.4000","0.0000","0.0000","","","0.28","",""
"330","U1374","A","1","R","4","","145.0","150.0","5.950","5.950","7.673","63.939","8.4800","0.0000","0.0070","","","0.81","",""
"330","U1374","A","1","R","5","W","34.0","35.0","6.340","6.340","7.340","61.164","7.3900","0.0000","0.0090","","","0.05","",""
"334","U1378","B","1","H","1","","138.0","150.0","1.380","1.365","1.211","10.091","3.2000","","0.2730","","","1.99","","ICP, TOC, IC "
"334","U1378","B","1","H","2","","138.0","150.0","2.880","2.848","1.017","8.475","2.6100","","0.2340","","","1.59","","ICP, TOC, IC "
"334","U1378","B","1","H","3","","138.0","150.0","4.380","4.331","1.164","9.700","2.6400","","0.2130","","","1.48","","ICP, TOC, IC "
"334","U1378","B","1","H","4","","46.0","58.0","4.960","4.905","1.460","12.166","2.7400","","0.1860","","","1.28","","ICP, TOC, IC "
"334","U1379","C","1","H","1","","140.0","150.0","1.400","1.400","1.062","8.850","1.6880","","0.0416","","","0.63","","ICP, TOC, IC "
"334","U1379","C","1","H","2","","140.0","150.0","2.900","2.900","0.580","4.833","1.2800","","0.8435","","","0.70","","ICP, TOC, IC "
"334","U1379","C","1","H","3","","140.0","150.0","4.400","4.400","","","1.3800","","0.6841","","","","","ICP, TOC, IC "
"334","U1379","C","1","H","3","W","140.0","150.0","4.400","4.400","","","1.3000","","0.0500","","","","","ICP, TOC, IC "
"334","U1379","C","1","H","4","","140.0","150.0","5.900","5.900","0.535","4.458","1.2900","","0.8111","","","0.76","","ICP, TOC, IC "
"334","U1379","C","1","H","5","","50.0","63.0","6.500","6.500","0.594","4.950","1.3200","","0.0590","","","0.73","","ICP, TOC, IC "
"334","U1379","C","1","H","5","","50.0","63.0","6.500","6.500","","","1.3500","","0.8226","","","","","ICP, TOC, IC "
"339","U1385","B","1","H","3","","145.0","150.0","4.450","4.421","3.182","26.516","","","","","","","","1/8 - Ship sample"
"339","U1386","A","1","H","1","W","50.0","51.0","0.500","0.500","3.982","33.182","5.1000","0.0000","0.0760","0.0000","","1.12","",""
"339","U1386","A","1","H","2","W","50.0","51.0","2.000","2.000","3.317","27.641","4.6800","0.0000","0.0960","0.0000","","1.36","",""
"339","U1386","A","1","H","3","W","50.0","51.0","3.500","3.500","3.316","27.632","4.2800","0.0000","0.0670","0.0000","","0.96","",""
"339","U1387","A","1","H","4","W","69.0","70.0","4.720","4.654","4.061","33.840","4.8200","0.0000","0.0560","0.0000","","0.76","",""
"339","U1388","A","1","H","2","W","115.0","116.0","2.650","2.334","3.609","30.074","3.6900","3.9400","0.0160","0.0000","","0.08","",""
"339","U1389","A","1","H","3","W","96.0","97.0","3.960","3.960","3.404","28.366","4.4000","0.0000","0.0820","0.0000","","1.00","",""
"339","U1389","A","1","H","CC","","21.0","26.0","4.250","4.250","3.710","30.915","4.4600","0.0000","0.1180","0.0000","","0.75","",""
"339","U1389","D","1","H","4","W","40.0","50.0","4.900","4.900","3.542","29.515","","","","","","","",""
"339","U1390","A","1","H","2","W","126.0","127.0","2.760","2.738","3.037","25.307","3.9700","0.0000","0.1010","0.0000","","0.93","",""
"339","U1391","A","1","H","3","W","75.0","76.0","3.750","3.696","3.276","27.299","4.1900","0.0000","0.0840","0.0000","","0.91","",""
"340","U1393","A","1","H","1","W","78.0","79.0","0.780","0.769","0.032","0.267","0.0300","0.0000","0.0010","0.0000","","bdl","",""
"340","U1394","A","1","H","2","W","94.0","95.0","2.440","2.425","8.883","74.022","9.8000","0.0000","0.0240","0.0000","","0.92","","greenish layers; Residue split with SUBR"
"340","U1394","A","1","H","4","W","24.0","25.0","4.240","4.199","8.098","67.481","9.0400","0.0000","0.0240","0.0000","","0.94","","Residue split with SUBR"
"340","U1395","A","1","H","1","W","85.0","86.0","0.850","0.850","","","7.8300","0.0000","0.0500","0.0000","","","",""
"340","U1395","A","1","H","2","W","55.0","56.0","2.050","1.938","8.866","73.880","9.7800","0.0000","0.0110","0.0000","","0.91","",""
"340","U1396","A","1","H","1","W","77.0","78.0","0.770","0.770","7.048","58.731","7.9200","0.0000","0.0040","0.0000","","0.87","",""
"340","U1396","A","1","H","4","W","78.0","79.0","5.280","5.256","6.735","56.123","7.4600","0.0000","0.0020","0.0000","","0.72","",""
"340","U1398","A","1","H","1","W","27.0","28.0","0.270","0.264","1.696","14.133","3.2100","0.0000","0.0000","0.0000","","1.51","",""
"340","U1398","A","1","H","1","W","68.0","69.0","0.680","0.665","1.331","11.091","1.7300","0.0000","0.0000","0.0000","","0.40","",""
"340","U1399","A","1","H","1","W","73.0","74.0","0.730","0.730","3.627","30.224","4.2600","0.0000","0.0360","0.0000","","0.63","",""
"340","U1399","A","1","H","2","W","9.0","10.0","1.590","1.590","0.262","2.183","0.3300","0.0000","-0.0040","0.0000","","0.07","","volc sand w. carbonate!"
"340","U1400","A","1","H","1","W","40.0","41.0","0.400","0.390","1.270","10.583","1.5500","0.0000","0.0250","0.0000","","0.28","",""
"340","U1400","B","1","H","1","W","19.0","20.0","0.190","0.189","2.197","18.308","2.6600","0.0000","0.0490","0.0000","","0.46","",""
"340","U1400","B","1","H","2","W","105.0","106.0","2.550","2.543","1.320","11.000","1.6100","0.0000","0.0140","0.0000","","0.29","",""
"341","U1417","A","1","H","1","W","24.0","26.0","0.240","0.240","0.020","0.167","0.1641","","0.1344","0.0000","","0.14","",""
"341","U1417","A","1","H","1","W","71.0","73.0","0.710","0.710","0.074","0.617","0.1377","","0.1347","0.0000","","0.06","",""
"341","U1417","A","1","H","1","","145.0","150.0","1.450","1.429","0.158","1.317","0.6186","","0.1494","0.0000","","0.46","","1/4 squeeze cake, freeze dried"
"341","U1417","A","1","H","2","W","72.0","73.0","2.220","2.198","0.115","0.958","0.5858","","0.1362","0.0000","","0.47","",""
"341","U1417","A","1","H","3","","145.0","150.0","4.450","4.385","0.199","1.658","0.7944","","0.1390","0.0000","","0.60","","1/4 squeeze cake, freeze dried"
"341","U1418","A","1","H","1","W","90.0","91.0","0.900","0.887","0.015","0.125","0.3047","0.0000","0.0404","","","0.29","","diatom ooze"
"341","U1418","A","1","H","2","W","90.0","92.0","2.400","2.365","0.485","4.042","1.0109","0.0000","0.0439","","","0.53","","diatom rich mud holocene"
"341","U1418","A","1","H","3","W","50.0","51.0","3.500","3.450","0.381","3.175","0.9319","0.0000","0.0468","","","0.55","","diatom rich mud Holocene"
"341","U1418","A","1","H","4","W","86.0","87.0","4.560","4.495","0.245","2.042","0.6815","0.0000","0.0441","","","0.44","","mud deglacial?"
"341","U1419","A","1","H","1","W","60.0","61.0","0.600","0.598","0.184","1.533","1.0501","0.0000","0.0681","","","0.87","","green ooze"
"341","U1419","A","1","H","5","W","90.0","91.0","6.900","6.872","0.422","3.517","0.9982","0.0000","0.0262","","","0.58","","gray mud"
"341","U1421","A","1","H","1","W","44.0","45.0","0.440","0.439","0.342","2.850","1.2537","0.0000","0.0846","","","0.91","",""
"342","U1402","B","1","H","1","W","116.0","118.0","1.160","1.157","0.303","2.525","2.0600","0.0000","0.0810","0.0000","","1.76","",""
"342","U1402","B","1","H","2","W","116.0","118.0","2.660","2.653","0.225","1.875","2.1700","0.0000","0.1020","0.0000","","1.94","",""
"342","U1402","B","1","H","5","W","75.0","77.0","6.750","6.731","0.264","2.200","2.4600","0.0000","0.1080","0.0000","","2.20","",""
"342","U1403","A","1","H","1","W","38.0","39.0","0.380","0.377","4.143","34.524","12.8600","0.0000","0.0750","0.0000","","8.72","",""
"342","U1403","A","1","H","2","W","38.0","39.0","1.880","1.864","3.025","25.207","9.1300","0.0000","0.0330","0.0000","","6.11","",""
"342","U1403","A","1","H","3","W","42.0","43.0","3.420","3.390","0.055","0.458","0.4300","0.0000","0.0780","0.0000","","0.38","",""
"342","U1403","A","1","H","4","W","38.0","39.0","4.880","4.839","","","0.4100","0.0000","0.0820","0.0000","","","",""
"342","U1404","A","1","H","1","W","38.0","39.0","0.380","0.378","0.433","3.608","1.5600","0.0000","0.0750","0.0000","","1.13","",""
"342","U1404","A","1","H","2","W","26.0","27.0","1.760","1.753","0.051","0.425","0.3900","0.0000","0.1920","0.0000","","0.34","",""
"342","U1404","A","1","H","3","W","20.0","21.0","2.910","2.898","0.065","0.542","0.3900","0.0000","0.0840","0.0000","","0.33","",""
"342","U1404","A","1","H","4","W","29.0","30.0","3.990","3.973","0.053","0.442","0.4000","0.0000","0.0970","0.0000","","0.35","",""
"342","U1405","A","1","H","1","W","46.0","47.0","0.460","0.460","5.131","42.757","5.0700","0.0000","0.0480","0.0000","","bdl","",""
"342","U1405","A","1","H","2","W","70.0","71.0","2.200","2.200","4.882","40.682","5.0700","0.0000","0.0900","0.0000","","0.19","",""
"342","U1405","A","1","H","3","W","38.0","39.0","3.380","3.380","3.991","33.257","4.0800","0.0000","0.0690","0.0000","","0.09","",""
"342","U1405","A","1","H","4","W","38.0","39.0","4.880","4.880","2.793","23.274","2.8700","0.0000","0.0840","0.0000","","0.08","",""
"342","U1406","A","1","H","1","W","38.0","39.0","0.380","0.377","7.024","58.531","7.3600","0.0000","0.3590","0.0000","","0.34","",""
"342","U1406","A","1","H","2","W","38.0","39.0","1.880","1.865","6.137","51.140","5.8800","0.0000","0.0400","0.0000","","bdl","",""
"342","U1406","A","1","H","2","W","38.0","39.0","1.880","1.865","5.0312","41.925","","","","","","","","gray mud"
"342","U1406","A","1","H","3","W","38.0","39.0","3.380","3.353","6.555","54.623","6.5300","0.0000","0.0680","0.0000","","bdl","",""
"342","U1406","A","1","H","4","W","22.0","23.0","4.720","4.682","5.984","49.865","5.9200","0.0000","0.0350","0.0000","","bdl","",""
"342","U1406","A","1","H","5","W","15.0","16.0","5.650","5.605","3.820","31.832","3.7500","0.0000","0.0470","0.0000","","bdl","",""
"342","U1407","A","1","H","1","W","39.0","40.0","0.390","0.389","4.226","35.215","4.4600","0.0000","0.0300","0.0000","","0.23","",""
"342","U1407","A","1","H","2","W","39.0","40.0","1.890","1.887","2.826","23.549","2.9500","0.0000","0.0520","0.0000","","0.12","",""
"342","U1407","A","1","H","2","W","39.0","40.0","1.890","1.887","2.7376","22.812","","","","","","","",""
"342","U1407","A","1","H","3","W","39.0","40.0","3.390","3.385","7.613","63.439","7.4200","0.0000","0.0240","0.0000","","bdl","",""
"342","U1407","A","1","H","3","W","39.0","40.0","3.390","3.385","7.4239","61.863","","","","","","","",""
"342","U1407","A","1","H","4","W","38.0","39.0","4.880","4.872","4.181","34.840","4.3500","0.0000","0.0320","0.0000","","0.17","",""
"342","U1407","A","1","H","5","W","20.0","21.0","6.200","6.191","4.986","41.548","5.5000","0.0000","0.0320","0.0000","","0.51","",""
"342","U1408","A","1","H","1","W","37.0","38.0","0.370","0.363","3.946","32.882","4.0100","0.0000","0.0480","0.0000","","0.06","",""
"342","U1408","A","1","H","2","W","37.0","38.0","1.870","1.836","5.227","43.557","5.0500","0.0000","0.0500","0.0000","","bdl","",""
"342","U1408","A","1","H","3","W","32.0","33.0","3.320","3.259","4.931","41.090","5.4400","0.0000","0.0370","0.0000","","0.51","",""
"342","U1409","A","1","H","1","W","26.0","27.0","0.260","0.260","3.304","27.532","3.9500","0.0000","0.1790","0.0000","","0.65","",""
"342","U1410","A","1","H","1","W","148.0","149.0","1.480","1.475","5.758","47.981","5.9200","0.0000","0.0560","0.0000","","0.16","",""
"342","U1410","A","1","H","2","W","38.0","39.0","1.880","1.874","6.037","50.306","6.4700","0.0000","0.0770","0.0000","","0.43","",""
"342","U1410","A","1","H","3","W","61.0","62.0","3.610","3.598","2.362","19.683","1.6900","0.0000","0.0750","0.0000","","bdl","",""
"342","U1410","A","1","H","4","W","46.0","47.0","4.960","4.942","2.925","24.374","3.1300","0.0000","0.0560","0.0000","","0.21","",""
"342","U1410","A","1","H","5","W","31.0","32.0","6.310","6.288","4.162","34.682","4.5500","0.0000","0.1060","0.0000","","0.39","",""
"342","U1410","A","1","H","6","W","20.0","21.0","7.700","7.673","7.314","60.948","7.6600","0.0000","0.0250","0.0000","","0.35","",""
"342","U1410","A","1","H","6","W","20.0","21.0","7.700","7.673","7.9617","66.345","","","","","","","",""
"344","U1381","C","1","H","1","W","38.0","39.0","0.380","0.377","1.362","11.350","3.4400","0.0000","0.1970","0.0000","","2.08","",""
"344","U1381","C","1","H","3","W","46.0","47.0","3.460","3.435","0.196","1.633","2.0200","0.0000","0.1670","0.0000","","1.82","",""
"344","U1381","C","1","H","3","W","140.0","141.0","4.400","4.368","0.414","3.450","2.3900","0.0000","0.1840","0.0000","","1.98","",""
"344","U1381","C","1","H","5","W","136.0","137.0","7.360","7.306","","","2.0200","0.0000","0.1560","0.0000","","","",""
"344","U1412","A","1","H","2","W","133.0","134.0","2.830","2.830","0.544","4.533","2.3700","","0.1600","","","1.83","",""
