exp,site,hole,core_num,type,section,sec_half,top_offset_cm,bottom_offset_cm,volume_cc,top40,CCSF_A_m,benthic_species,δ13C,d13C_stdev,d18O,d18O_stdev,user_id,user_name,notes
361,U1474,F,1,H,1,W,3,4,18,CM1,0,,,,,,,,
361,U1474,F,1,H,1,W,15,16,18,CM2,0.12,cib,0.493,0.024,2.83,0.023,,,
361,U1474,F,1,H,1,W,27,28,18,CM3,0.24,,,,,,,,
361,U1474,F,1,H,1,W,40,41,18,CM4,0.37,uvi,-0.547,0.03,4.969,0.029,,,
361,U1474,F,1,H,1,W,52,53,18,CM5,0.49,uvi,-0.512,0.013,5.155,0.022,,,
361,U1474,F,1,H,1,W,64,65,18,CM6,0.61,uvi,-0.598,0.016,5.097,0.028,,,
361,U1474,F,1,H,1,W,64,65,18,CM6,0.61,uvi,-0.639,0.01,5.11,0.019,,,
361,U1474,F,1,H,1,W,76,77,18,CM7,0.73,cib,0.128,0.013,4.34,0.023,,,
361,U1474,F,1,H,1,W,89,90,18,CM8,0.86,cib,0.238,0.014,4.236,0.031,,,
361,U1474,F,1,H,1,W,101,102,18,CM9,0.98,cib,0.466,0.02,4.151,0.047,,,
361,U1474,F,1,H,1,W,101,102,18,CM9,0.98,cib,-0.211,0.025,4.734,0.016,,,
361,U1474,F,1,H,1,W,113,114,18,CM10,1.1,cib,0.43,0.013,3.961,0.021,,,
361,U1474,F,1,H,1,W,113,114,18,CM10,1.1,cib,0.652,0.021,4.065,0.024,,,
361,U1474,F,1,H,1,W,113,114,18,CM10,1.1,uvi,-0.215,0.026,4.482,0.028,,,
361,U1474,F,1,H,1,W,125,126,18,CM11,1.22,cib,0.377,0.013,3.754,0.033,,,
361,U1474,F,1,H,1,W,125,126,18,CM11,1.22,uvi,-0.125,0.012,4.506,0.028,,,
361,U1474,F,1,H,1,W,125,126,18,CM11,1.22,uvi,-0.195,0.012,4.555,0.028,,,
361,U1474,F,1,H,1,W,125,126,18,CM11,1.22,uvi,-0.661,0.009,4.648,0.021,,,
361,U1474,F,1,H,1,W,138,139,18,CM12,1.35,uvi,-0.507,0.021,4.625,0.027,,,
361,U1474,F,1,H,2,W,0,1,18,CM13,1.47,,,,,,,,
361,U1474,F,1,H,2,W,12,13,18,CM14,1.59,cib,,,3.553,0.026,,,
361,U1474,F,1,H,2,W,24,25,18,CM15,1.71,,,,,,,,
361,U1474,F,1,H,2,W,37,38,18,CM16,1.84,uvi,-0.08,0.021,4.514,0.027,,,
361,U1474,F,1,H,2,W,49,50,18,CM17,1.96,cib,-0.375,0.012,4.185,0.028,,,
361,U1474,F,1,H,2,W,61,62,18,CM18,2.08,uvi,-0.526,0.014,4.617,0.017,,Chiza Mwinde,
361,U1474,F,1,H,2,W,73,74,18,CM19,2.2,uvi,-0.183,0.011,4.39,0.025,,Chiza Mwinde,
361,U1474,F,1,H,2,W,86,87,18,CM20,2.33,cib,0.492,0.008,3.781,0.035,,Chiza Mwinde,
361,U1474,F,1,H,2,W,86,87,18,CM20,2.33,uvi,-0.271,0.017,4.195,0.017,,Chiza Mwinde,
361,U1474,F,1,H,2,W,86,87,18,CM20,2.33,uvi,-0.242,0.02,4.363,0.023,,Chiza Mwinde,
361,U1474,D,1,H,2,W,83,84,18,CM21,2.45,cib,0.718,0.007,3.353,0.035,,Chiza Mwinde,
361,U1474,D,1,H,2,W,83,84,18,CM21,2.45,uvi,-0.114,0.015,4.053,0.025,,Chiza Mwinde,
361,U1474,D,1,H,2,W,95,96,18,CM22,2.57,cib,0.708,0.017,3.202,0.02,,Chiza Mwinde,
361,U1474,D,1,H,2,W,95,96,18,CM22,2.57,cib,0.778,0.023,3.361,0.024,,Chiza Mwinde,
361,U1474,D,1,H,2,W,95,96,18,CM22,2.57,uvi,-0.156,0.014,3.901,0.025,,Chiza Mwinde,
361,U1474,D,1,H,2,W,107,108,18,CM23,2.69,cib,0.469,0.021,3.286,0.02,,Chiza Mwinde,
361,U1474,D,1,H,2,W,107,108,18,CM23,2.69,uvi,-0.509,0.009,4.268,0.032,,Chiza Mwinde,
361,U1474,D,1,H,2,W,107,108,18,CM23,2.69,uvi,-0.297,0.008,4.3,0.024,,Chiza Mwinde,
361,U1474,D,1,H,2,W,107,108,,,2.6928,uvi,-0.118,0.021,4.25,0.03,,Cody/Chiza,
361,U1474,D,1,H,2,W,107,108,,,2.6928,cib,0.531,0.039,3.563,0.097,,Cody/Chiza,
361,U1474,D,1,H,2,W,120,121,18,CM24,2.82,,,,,,,Chiza Mwinde,
361,U1474,D,1,H,2,W,132,133,,,2.9376,uvi,-0.198,0.006,4.015,0.037,,Cody/Chiza,
361,U1474,D,1,H,2,W,132,133,,,2.9376,cib,,,,,,Cody/Chiza,
361,U1474,D,1,H,2,W,132,133,18,CM25,2.94,cib,0.727,0.029,3.474,0.037,,Chiza Mwinde,
361,U1474,D,1,H,2,W,132,133,18,CM25,2.94,uvi,-0.021,0.023,4.077,0.015,,Chiza Mwinde,
361,U1474,D,1,H,2,W,132,133,18,CM25,2.94,uvi,-0.313,0.007,4.084,0.019,,Chiza Mwinde,
361,U1474,D,1,H,2,W,144,145,18,CM26,3.06,cib,0.617,0.022,3.239,0.028,,Chiza Mwinde,
361,U1474,D,1,H,2,W,144,145,18,CM26,3.06,uvi,-0.498,0.013,3.912,0.012,,Chiza Mwinde,
361,U1474,D,1,H,2,W,144,145,18,CM26,3.06,uvi,-0.041,0.021,3.983,0.032,,Chiza Mwinde,
361,U1474,D,1,H,3,W,8,9,18,CM27,3.18,,,,,,,Chiza Mwinde,
361,U1474,D,1,H,3,W,20,21,18,CM28,3.3,cib,0.523,0.015,3.272,0.042,,Chiza Mwinde,
361,U1474,D,1,H,3,W,20,21,18,CM28,3.3,uvi,-0.543,0.019,3.841,0.016,,Chiza Mwinde,
361,U1474,D,1,H,3,W,20,21,,,3.3048,uvi,-0.574,0.028,3.982,0.047,,Cody/Chiza,
361,U1474,D,1,H,3,W,20,21,,,3.3048,cib,,,,,,Cody/Chiza,
361,U1474,D,1,H,3,W,33,34,,,3.4272,uvi,,,,,,Cody/Chiza,
361,U1474,D,1,H,3,W,33,34,,,3.4272,cib,,,,,,Cody/Chiza,
361,U1474,D,1,H,3,W,33,34,18,CM29,3.43,cib,0.248,0.011,3.306,0.03,,Chiza Mwinde,
361,U1474,D,1,H,3,W,33,34,18,CM29,3.43,uvi,-0.187,0.024,3.935,0.023,,Chiza Mwinde,
361,U1474,D,1,H,3,W,45,46,,,3.5496,uvi,-0.248,0.009,4.239,0.032,,Cody/Chiza,
361,U1474,D,1,H,3,W,45,46,,,3.5496,cib,,,,,,Cody/Chiza,
361,U1474,D,1,H,3,W,45,46,18,CM30,3.55,cib,0.402,0.026,3.023,0.029,,Chiza Mwinde,
361,U1474,D,1,H,3,W,45,46,18,CM30,3.55,uvi,-0.292,0.024,4.17,0.024,,Chiza Mwinde,
361,U1474,D,1,H,3,W,57,58,18,CM31,3.67,cib,0.663,0.029,3.456,0.043,,Chiza Mwinde,
361,U1474,D,1,H,3,W,57,58,18,CM31,3.67,uvi,-0.134,0.012,3.875,0.033,,Chiza Mwinde,
361,U1474,D,1,H,3,W,57,58,,,3.672,uvi,-0.253,0.024,3.793,0.028,,Cody/Chiza,
361,U1474,D,1,H,3,W,57,58,,,3.672,cib,,,,,,Cody/Chiza,
361,U1474,D,1,H,3,W,69,70,18,CM32,3.79,cib,,,,,,Chiza Mwinde,
361,U1474,D,1,H,3,W,69,70,18,CM32,3.79,uvi,0.073,0.031,4.228,0.039,,Chiza Mwinde,
361,U1474,D,1,H,3,W,69,70,,,3.7944,uvi,-0.01,0.011,3.496,0.036,,Cody/Chiza,
361,U1474,D,1,H,3,W,69,70,,,3.7944,cib,,,,,,Cody/Chiza,
361,U1474,D,1,H,3,W,82,83,,,3.9168,uvi,,,,,,Cody/Chiza,
361,U1474,D,1,H,3,W,82,83,,,3.9168,cib,1.269,0.026,2.533,0.022,,Cody/Chiza,
361,U1474,D,1,H,3,W,82,83,18,CM33,3.92,cib,0.63,0.013,2.67,0.034,,Chiza Mwinde,
361,U1474,D,1,H,3,W,82,83,18,CM33,3.92,uvi,,,,,,Chiza Mwinde,
361,U1474,D,1,H,3,W,94,95,18,CM34,4.04,cib,0.484,0.02,2.687,0.016,,Chiza Mwinde,
361,U1474,D,1,H,3,W,94,95,18,CM34,4.04,uvi,,,,,,Chiza Mwinde,
361,U1474,D,1,H,3,W,106,107,18,CM35,4.16,cib,-0.234,0.022,4.192,0.026,,Chiza Mwinde,
361,U1474,D,1,H,3,W,106,107,18,CM35,4.16,uvi,-0.782,0.018,4.615,0.03,,Chiza Mwinde,
361,U1474,D,1,H,3,W,106,107,,,4.1616,uvi,,,,,,Cody/Chiza,
361,U1474,D,1,H,3,W,106,107,,,4.1616,cib,,,,,,Cody/Chiza,
361,U1474,D,1,H,3,W,118,119,18,CM36,4.28,cib,,,,,,Chiza Mwinde,
361,U1474,D,1,H,3,W,118,119,18,CM36,4.28,uvi,,,,,,Chiza Mwinde,
361,U1474,D,1,H,3,W,118,119,,,4.284,uvi,,,,,,Cody/Chiza,
361,U1474,D,1,H,3,W,118,119,,,4.284,cib,0.263,0.024,4.09,0.037,,Cody/Chiza,
361,U1474,D,1,H,3,W,131,132,18,CM37,4.41,cib,,,,,,Chiza Mwinde,
361,U1474,D,1,H,3,W,131,132,18,CM37,4.41,uvi,,,,,,Chiza Mwinde,
361,U1474,D,1,H,3,W,143,144,18,CM38,4.53,cib,,,,,,Chiza Mwinde,
361,U1474,D,1,H,3,W,143,144,18,CM38,4.53,uvi,,,,,,Chiza Mwinde,
361,U1474,D,1,H,4,W,5,6,18,CM39,4.65,cib,,,,,,Chiza Mwinde,
361,U1474,D,1,H,4,W,5,6,18,CM39,4.65,uvi,,,,,,Chiza Mwinde,
361,U1474,D,1,H,4,W,5,6,,,4.6512,uvi,,,,,,Cody/Chiza,
361,U1474,D,1,H,4,W,5,6,,,4.6512,cib,,,,,,Cody/Chiza,
361,U1474,D,1,H,4,W,17,18,18,CM40,4.77,cib,,,,,,Chiza Mwinde,
361,U1474,D,1,H,4,W,17,18,18,CM40,4.77,uvi,,,,,,Chiza Mwinde,
361,U1474,D,1,H,4,W,17,18,,,4.7736,uvi,,,,,,Cody/Chiza,
361,U1474,D,1,H,4,W,17,18,,,4.7736,cib,0.443,0.027,4.329,0.063,,Cody/Chiza,
361,U1474,D,1,H,4,W,30,31,,,4.896,uvi,,,,,,Cody/Chiza,
361,U1474,D,1,H,4,W,30,31,,,4.896,cib,-0.277,0.028,4.268,0.04,,Cody/Chiza,
361,U1474,D,1,H,4,W,30,31,18,CM41,4.9,cib,,,,,,Chiza Mwinde,
361,U1474,D,1,H,4,W,30,31,18,CM41,4.9,uvi,,,,,,Chiza Mwinde,
361,U1474,D,1,H,4,W,42,43,,,5.0184,uvi,-0.766,0.01,4.823,0.042,,Cody/Chiza,
361,U1474,D,1,H,4,W,42,43,,,5.0184,cib,,,,,,Cody/Chiza,
361,U1474,D,1,H,4,W,42,43,18,CM42,5.02,cib,,,,,,Chiza Mwinde,
361,U1474,D,1,H,4,W,42,43,18,CM42,5.02,uvi,,,,,,Chiza Mwinde,
361,U1474,D,1,H,4,W,54,55,18,CM43,5.14,cib,,,,,,Chiza Mwinde,
361,U1474,D,1,H,4,W,54,55,18,CM43,5.14,uvi,,,,,,Chiza Mwinde,
361,U1474,D,1,H,4,W,54,55,,,5.1408,uvi,-0.954,0.016,4.728,0.033,,Cody/Chiza,
361,U1474,D,1,H,4,W,54,55,,,5.1408,cib,,,,,,Cody/Chiza,
361,U1474,D,1,H,4,W,66,67,18,,5.26,cib,,,,,,Chiza Mwinde,
361,U1474,D,1,H,4,W,66,67,18,,5.26,uvi,,,,,,Chiza Mwinde,
361,U1474,D,1,H,4,W,66,67,,,5.2632,uvi,-0.845,0.023,4.687,0.025,,Cody/Chiza,
361,U1474,D,1,H,4,W,66,67,,,5.2632,cib,,,,,,Cody/Chiza,
361,U1474,F,2,H,2,W,109,110,,,5.388,uvi,-0.766,0.014,4.618,0.021,,Cody/Chiza,
361,U1474,F,2,H,2,W,109,110,,,5.388,cib,,,,,,Cody/Chiza,
361,U1474,F,2,H,2,W,109,110,18,,5.39,cib,0.122,0.014,3.906,0.032,,Chiza Mwinde,
361,U1474,F,2,H,2,W,109,110,18,,5.39,uvi,-0.727,0.018,4.512,0.018,,Chiza Mwinde,
361,U1474,F,2,H,2,W,121,122,18,,5.51,cib,-0.002,0.021,4.19,0.025,,Chiza Mwinde,
361,U1474,F,2,H,2,W,121,122,18,,5.51,uvi,-0.776,0.014,4.784,0.035,,Chiza Mwinde,
361,U1474,F,2,H,2,W,133,134,18,,5.63,cib,-0.312,0.013,3.831,0.036,,Chiza Mwinde,
361,U1474,F,2,H,2,W,133,134,18,,5.63,uvi,-0.924,0.017,4.529,0.03,,Chiza Mwinde,
361,U1474,F,2,H,2,W,145,146,18,,5.75,cib,-0.208,0.015,3.847,0.025,,Chiza Mwinde,
361,U1474,F,2,H,2,W,145,146,18,,5.75,uvi,-0.794,0.022,4.571,0.023,,Chiza Mwinde,
361,U1474,F,2,H,3,W,8,9,18,,5.88,cib,-0.463,0.013,4.045,0.024,,Chiza Mwinde,
361,U1474,F,2,H,3,W,8,9,18,,5.88,uvi,-0.929,0.019,4.634,0.022,,Chiza Mwinde,
361,U1474,F,2,H,3,W,20,21,18,,6,cib,-0.102,0.014,4.012,0.033,,Chiza Mwinde,
361,U1474,F,2,H,3,W,20,21,18,,6,uvi,-0.772,0.014,4.604,0.015,,Chiza Mwinde,
361,U1474,F,2,H,3,W,32,33,18,,6.12,cib,0.125,0.013,3.552,0.033,,Chiza Mwinde,
361,U1474,F,2,H,3,W,32,33,18,,6.12,uvi,-0.579,0.018,4.426,0.025,,Chiza Mwinde,
361,U1474,F,2,H,3,W,44,45,18,,6.24,cib,0.12,0.017,3.344,0.036,,Chiza Mwinde,
361,U1474,F,2,H,3,W,44,45,18,,6.24,uvi,-0.531,0.021,4.023,0.03,,Chiza Mwinde,
361,U1474,F,2,H,3,W,56,57,18,,6.36,cib,0.399,0.009,3.328,0.022,,Chiza Mwinde,
361,U1474,F,2,H,3,W,56,57,18,,6.36,uvi,-0.373,0.023,3.977,0.046,,Chiza Mwinde,
361,U1474,F,2,H,3,W,69,70,18,,6.49,cib,0.552,0.012,3.227,0.023,,Chiza Mwinde,
361,U1474,F,2,H,3,W,69,70,18,,6.49,uvi,-0.386,0.011,3.974,0.03,,Chiza Mwinde,
361,U1474,F,2,H,3,W,81,82,18,,6.61,cib,0.126,0.015,3.194,0.018,,Chiza Mwinde,
361,U1474,F,2,H,3,W,81,82,18,,6.61,uvi,-0.532,0.027,3.746,0.031,,Chiza Mwinde,
361,U1474,F,2,H,3,W,93,94,18,,6.73,cib,0.646,0.016,3.349,0.013,,Chiza Mwinde,
361,U1474,F,2,H,3,W,93,94,18,,6.73,uvi,-0.152,0.016,3.945,0.021,,Chiza Mwinde,
361,U1474,F,2,H,3,W,105,106,18,,6.85,cib,0.68,0.025,3.145,0.021,,Chiza Mwinde,
361,U1474,F,2,H,3,W,105,106,18,,6.85,uvi,-0.279,0.023,3.706,0.023,,Chiza Mwinde,
361,U1474,F,2,H,3,W,118,119,18,,6.98,cib,0.86,0.015,3.107,0.026,,Chiza Mwinde,
361,U1474,F,2,H,3,W,118,119,18,,6.98,uvi,-0.203,0.026,3.567,0.04,,Chiza Mwinde,
361,U1474,F,2,H,3,W,130,131,18,,7.1,cib,0.42,0.008,3.07,0.02,,Chiza Mwinde,
361,U1474,F,2,H,3,W,130,131,18,,7.1,uvi,,,,,,Chiza Mwinde,
361,U1474,F,2,H,3,W,142,143,18,,7.22,cib,0.606,0.033,3.034,0.039,,Chiza Mwinde,
361,U1474,F,2,H,3,W,142,143,18,,7.22,uvi,-0.59,0.009,3.941,0.011,,Chiza Mwinde,
361,U1474,F,2,H,4,W,4,5,18,,7.34,cib,0.19,0.012,3.219,0.026,,Chiza Mwinde,
361,U1474,F,2,H,4,W,4,5,18,,7.34,uvi,-0.629,0.019,4.24,0.037,,Chiza Mwinde,
361,U1474,F,2,H,4,W,17,18,18,,7.47,cib,-0.152,0.022,3.956,0.029,,Chiza Mwinde,
361,U1474,F,2,H,4,W,17,18,18,,7.47,uvi,-0.89,0.017,4.545,0.031,,Chiza Mwinde,
361,U1474,F,2,H,4,W,29,30,18,,7.59,cib,-0.091,0.016,3.945,0.019,,Chiza Mwinde,
361,U1474,F,2,H,4,W,29,30,18,,7.59,uvi,-0.924,0.016,4.684,0.035,,Chiza Mwinde,
361,U1474,F,2,H,4,W,41,42,18,,7.71,cib,0.241,0.013,3.749,0.026,,Chiza Mwinde,
361,U1474,F,2,H,4,W,41,42,18,,7.71,uvi,-0.493,0.019,4.374,0.021,,Chiza Mwinde,
361,U1474,F,2,H,4,W,53,54,18,,7.83,cib,,,,,,Chiza Mwinde,
361,U1474,F,2,H,4,W,53,54,18,,7.83,uvi,,,,,,Chiza Mwinde,
361,U1474,F,2,H,4,W,66,67,18,,7.96,cib,,,,,,Chiza Mwinde,
361,U1474,F,2,H,4,W,66,67,18,,7.96,uvi,,,,,,Chiza Mwinde,
361,U1474,F,2,H,4,W,78,79,18,,8.08,cib,,,,,,Chiza Mwinde,
361,U1474,F,2,H,4,W,78,79,18,,8.08,uvi,,,,,,Chiza Mwinde,
361,U1474,F,2,H,4,W,90,91,18,,8.2,cib,,,,,,Chiza Mwinde,
361,U1474,F,2,H,4,W,90,91,18,,8.2,uvi,,,,,,Chiza Mwinde,
361,U1474,F,2,H,4,W,102,103,18,,8.32,cib,,,,,,Chiza Mwinde,
361,U1474,F,2,H,4,W,102,103,18,,8.32,uvi,,,,,,Chiza Mwinde,
361,U1474,F,2,H,4,W,115,116,18,,8.45,cib,-0.165,0.015,4.089,0.04,,Chiza Mwinde,
361,U1474,F,2,H,4,W,115,116,18,,8.45,uvi,-0.532,0.014,4.777,0.025,,Chiza Mwinde,
361,U1474,F,2,H,4,W,127,128,18,,8.57,cib,0.012,0.025,3.942,0.045,,Chiza Mwinde,
361,U1474,F,2,H,4,W,127,128,18,,8.57,uvi,-0.741,0.023,4.848,0.034,,Chiza Mwinde,
361,U1474,F,2,H,4,W,139,140,18,,8.69,cib,0.094,0.02,4.18,0.022,,Chiza Mwinde,
361,U1474,F,2,H,4,W,139,140,18,,8.69,uvi,-0.814,0.016,4.83,0.027,,Chiza Mwinde,
361,U1474,F,2,H,5,W,1,2,18,,8.81,cib,-0.018,0.025,4.06,0.039,,Chiza Mwinde,
361,U1474,F,2,H,5,W,1,2,18,,8.81,uvi,-0.919,0.021,4.807,0.019,,Chiza Mwinde,
361,U1474,F,2,H,5,W,14,15,18,,8.94,cib,,,,,,Chiza Mwinde,
361,U1474,F,2,H,5,W,14,15,18,,8.94,uvi,,,,,,Chiza Mwinde,
361,U1474,F,2,H,5,W,26,27,18,,9.06,cib,-0.003,0.026,4.1,0.032,,Chiza Mwinde,
361,U1474,F,2,H,5,W,26,27,18,,9.06,uvi,-0.661,0.015,4.849,0.025,,Chiza Mwinde,
361,U1474,F,2,H,5,W,38,39,18,,9.18,cib,-0.126,0.02,4.07,0.02,,Chiza Mwinde,
361,U1474,F,2,H,5,W,38,39,18,,9.18,uvi,-1.088,0.024,4.744,0.015,,Chiza Mwinde,
361,U1474,F,2,H,5,W,50,51,18,,9.3,cib,-0.436,0.014,3.899,0.03,,Chiza Mwinde,
361,U1474,F,2,H,5,W,50,51,18,,9.3,uvi,-0.907,0.013,4.659,0.022,,Chiza Mwinde,
361,U1474,F,2,H,5,W,62,63,18,,9.42,cib,-0.464,0.016,4.191,0.023,,Chiza Mwinde,
361,U1474,F,2,H,5,W,62,63,18,,9.42,uvi,-1.117,0.019,4.742,0.041,,Chiza Mwinde,
361,U1474,F,2,H,5,W,75,76,18,,9.55,cib,-0.666,0.015,4.179,0.021,,Chiza Mwinde,
361,U1474,F,2,H,5,W,75,76,18,,9.55,uvi,-1.069,0.01,4.873,0.015,,Chiza Mwinde,
361,U1474,F,2,H,5,W,87,88,18,,9.67,cib,-0.484,0.012,4.158,0.043,,Chiza Mwinde,
361,U1474,F,2,H,5,W,87,88,18,,9.67,uvi,-1.134,0.013,4.652,0.019,,Chiza Mwinde,
361,U1474,F,2,H,5,W,99,100,18,,9.79,cib,-0.693,0.021,4.048,0.018,,Chiza Mwinde,
361,U1474,F,2,H,5,W,99,100,18,,9.79,uvi,-0.965,0.02,4.649,0.036,,Chiza Mwinde,
361,U1474,F,2,H,5,W,111,112,18,,9.91,cib,0.476,0.016,3.874,0.028,,Chiza Mwinde,
361,U1474,F,2,H,5,W,111,112,18,,9.91,uvi,-0.566,0.019,4.197,0.034,,Chiza Mwinde,
361,U1474,F,2,H,5,W,124,125,18,,10.04,cib,0.493,0.025,3.537,0.06,,Chiza Mwinde,
361,U1474,F,2,H,5,W,124,125,18,,10.04,uvi,-0.225,0.016,4.011,0.037,,Chiza Mwinde,
361,U1474,F,2,H,5,W,136,137,18,,10.16,cib,0.369,0.015,3.317,0.021,,Chiza Mwinde,
361,U1474,F,2,H,5,W,136,137,18,,10.16,uvi,-0.266,0.021,4.007,0.018,,Chiza Mwinde,
361,U1474,F,2,H,5,W,148,149,18,,10.28,cib,-0.112,0.015,3.406,0.023,,Chiza Mwinde,
361,U1474,F,2,H,5,W,148,149,18,,10.28,uvi,-0.735,0.016,3.959,0.018,,Chiza Mwinde,
361,U1474,F,2,H,6,W,10,11,18,,10.4,cib,-0.194,0.008,3.675,0.025,,Chiza Mwinde,
361,U1474,F,2,H,6,W,10,11,18,,10.4,uvi,-0.563,0.013,4.284,0.035,,Chiza Mwinde,
361,U1474,F,2,H,6,W,23,24,18,,10.53,cib,-0.353,0.016,3.799,0.031,,Chiza Mwinde,
361,U1474,F,2,H,6,W,23,24,18,,10.53,uvi,-0.685,0.012,4.43,0.041,,Chiza Mwinde,
361,U1474,F,2,H,6,W,35,36,18,,10.65,cib,,,,,,Chiza Mwinde,
361,U1474,F,2,H,6,W,35,36,18,,10.65,uvi,-0.879,0.016,4.553,0.041,,Chiza Mwinde,
361,U1474,F,2,H,6,W,47,48,18,,10.77,cib,0.125,0.022,3.907,0.049,,Chiza Mwinde,
361,U1474,F,2,H,6,W,47,48,18,,10.77,uvi,-0.42,0.022,4.491,0.047,,Chiza Mwinde,
361,U1474,F,2,H,6,W,59,60,18,,10.89,cib,-0.105,0.014,3.686,0.023,,Chiza Mwinde,
361,U1474,F,2,H,6,W,59,60,18,,10.89,uvi,-0.757,0.015,4.439,0.035,,Chiza Mwinde,
361,U1474,F,2,H,6,W,72,73,18,,11.02,cib,-0.156,0.021,3.577,0.033,,Chiza Mwinde,
361,U1474,F,2,H,6,W,72,73,18,,11.02,uvi,-0.039,0.026,4.216,0.035,,Chiza Mwinde,
361,U1474,F,2,H,6,W,84,85,18,,11.14,cib,,,,,,Chiza Mwinde,
361,U1474,F,2,H,6,W,84,85,18,,11.14,uvi,-0.634,0.022,3.927,0.034,,Chiza Mwinde,
361,U1474,F,2,H,6,W,96,97,18,,11.26,cib,0.19,0.019,3.405,0.027,,Chiza Mwinde,
361,U1474,F,2,H,6,W,96,97,18,,11.26,uvi,-0.298,0.01,3.875,0.028,,Chiza Mwinde,
361,U1474,F,2,H,6,W,108,109,18,,11.38,cib,0.103,0.011,3.066,0.034,,Chiza Mwinde,
361,U1474,F,2,H,6,W,108,109,18,,11.38,uvi,-0.389,0.015,3.788,0.038,,Chiza Mwinde,
361,U1474,D,3,H,1,W,101,102,18,,11.51,cib,,,,,,Chiza Mwinde,
361,U1474,D,3,H,1,W,101,102,18,,11.51,uvi,,,,,,Chiza Mwinde,
361,U1474,D,3,H,1,W,113,114,18,,11.63,cib,,,,,,Chiza Mwinde,
361,U1474,D,3,H,1,W,113,114,18,,11.63,uvi,,,,,,Chiza Mwinde,
361,U1474,D,3,H,1,W,125,126,18,,11.75,cib,0.474,0.035,3.035,0.055,,Chiza Mwinde,
361,U1474,D,3,H,1,W,125,126,18,,11.75,uvi,-0.332,0.029,3.578,0.064,,Chiza Mwinde,
361,U1474,D,3,H,1,W,137,138,18,,11.87,cib,-0.241,0.039,2.755,0.05,,Chiza Mwinde,
361,U1474,D,3,H,1,W,137,138,18,,11.87,uvi,,,,,,Chiza Mwinde,
361,U1474,D,3,H,1,W,150,151,18,,12,cib,,,,,,Chiza Mwinde,
361,U1474,D,3,H,1,W,150,151,18,,12,uvi,,,,,,Chiza Mwinde,
361,U1474,D,3,H,2,W,12,13,18,,12.12,cib,,,,,,Chiza Mwinde,
361,U1474,D,3,H,2,W,12,13,18,,12.12,uvi,,,,,,Chiza Mwinde,
361,U1474,D,3,H,2,W,24,25,18,,12.24,cib,-0.132,0.036,3.561,0.05,,Chiza Mwinde,
361,U1474,D,3,H,2,W,24,25,18,,12.24,uvi,-0.895,0.025,4.278,0.03,,Chiza Mwinde,
361,U1474,D,3,H,2,W,36,37,18,,12.36,cib,,,,,,Chiza Mwinde,
361,U1474,D,3,H,2,W,36,37,18,,12.36,uvi,,,,,,Chiza Mwinde,
361,U1474,D,3,H,2,W,48,49,18,,12.48,cib,,,,,,Chiza Mwinde,
361,U1474,D,3,H,2,W,48,49,18,,12.48,uvi,,,,,,Chiza Mwinde,
361,U1474,D,3,H,2,W,61,62,18,,12.61,cib,-0.734,0.013,4.525,0.03,,Chiza Mwinde,
361,U1474,D,3,H,2,W,61,62,18,,12.61,uvi,-1.227,0.029,4.851,0.045,,Chiza Mwinde,
361,U1474,D,3,H,2,W,73,74,18,,12.73,cib,-0.278,0.02,4.2,0.033,,Chiza Mwinde,
