exp,site,hole,core_num,type,section,sec_half,top_offset_cm,bottom_offset_cm,volume_cc,top40,CCSF_A_m,benthic_species,δ13C,d13C_stdev,d18O,d18O_stdev,user_id,user_name,notes
361,U1474,D,3,H,2,W,73,74,18,,12.73,uvi,-1.037,0.025,5.168,0.028,,Chiza Mwinde,
361,U1474,D,3,H,2,W,85,86,18,,12.85,cib,-0.428,0.009,4.519,0.032,,Chiza Mwinde,
361,U1474,D,3,H,2,W,85,86,18,,12.85,uvi,-0.819,0.016,5.121,0.017,,Chiza Mwinde,
361,U1474,D,3,H,2,W,97,98,18,,12.97,cib,-0.778,0.013,4.471,0.035,,Chiza Mwinde,
361,U1474,D,3,H,2,W,97,98,18,,12.97,uvi,-0.862,0.019,4.997,0.035,,Chiza Mwinde,
361,U1474,D,3,H,2,W,110,111,18,,13.1,cib,-0.152,0.013,4.113,0.038,,Chiza Mwinde,
361,U1474,D,3,H,2,W,110,111,18,,13.1,uvi,-0.93,0.016,4.803,0.026,,Chiza Mwinde,
361,U1474,D,3,H,2,W,122,123,18,,13.22,cib,,,,,,Chiza Mwinde,
361,U1474,D,3,H,2,W,122,123,18,,13.22,uvi,,,,,,Chiza Mwinde,
361,U1474,D,3,H,2,W,134,135,18,,13.34,cib,-0.386,0.018,4.033,0.049,,Chiza Mwinde,
361,U1474,D,3,H,2,W,134,135,18,,13.34,uvi,-1.03,0.019,4.714,0.028,,Chiza Mwinde,
361,U1474,D,3,H,2,W,146,147,18,,13.46,cib,,,,,,Chiza Mwinde,
361,U1474,D,3,H,2,W,146,147,18,,13.46,uvi,,,,,,Chiza Mwinde,
361,U1474,D,3,H,3,W,9,10,18,,13.59,cib,-0.562,0.015,4.143,0.038,,Chiza Mwinde,
361,U1474,D,3,H,3,W,9,10,18,,13.59,uvi,-1.07,0.022,4.624,0.025,,Chiza Mwinde,
361,U1474,D,3,H,3,W,21,22,18,,13.71,cib,-0.402,0.029,4.119,0.044,,Chiza Mwinde,
361,U1474,D,3,H,3,W,21,22,18,,13.71,uvi,,,,,,Chiza Mwinde,
361,U1474,D,3,H,3,W,33,34,18,,13.83,cib,-0.437,0.018,4.009,0.027,,Chiza Mwinde,
361,U1474,D,3,H,3,W,33,34,18,,13.83,uvi,-0.92,0.017,4.645,0.047,,Chiza Mwinde,
361,U1474,D,3,H,3,W,45,46,18,,13.95,cib,0.123,0.02,3.971,0.034,,Chiza Mwinde,
361,U1474,D,3,H,3,W,45,46,18,,13.95,uvi,-0.776,0.02,4.483,0.03,,Chiza Mwinde,
361,U1474,D,3,H,3,W,58,59,18,,14.08,cib,-0.565,0.018,3.878,0.021,,Chiza Mwinde,
361,U1474,D,3,H,3,W,58,59,18,,14.08,uvi,-1.025,0.022,4.47,0.033,,Chiza Mwinde,
361,U1474,D,3,H,3,W,70,71,18,,14.2,cib,-0.247,0.025,3.78,0.044,,Chiza Mwinde,
361,U1474,D,3,H,3,W,70,71,18,,14.2,uvi,-0.536,0.022,4.502,0.026,,Chiza Mwinde,
361,U1474,D,3,H,3,W,82,83,18,,14.32,cib,-0.232,0.015,3.918,0.037,,Chiza Mwinde,
361,U1474,D,3,H,3,W,82,83,18,,14.32,uvi,-0.832,0.019,4.509,0.039,,Chiza Mwinde,
361,U1474,D,3,H,3,W,94,95,18,,14.44,cib,-0.168,0.019,3.753,0.034,,Chiza Mwinde,
361,U1474,D,3,H,3,W,94,95,18,,14.44,uvi,0.024,4.39,4.947,-0.79,,Chiza Mwinde,
361,U1474,D,3,H,3,W,107,108,18,,14.57,cib,0.058,0.02,3.793,0.035,,Chiza Mwinde,
361,U1474,D,3,H,3,W,107,108,18,,14.57,uvi,-0.581,0.021,4.421,0.039,,Chiza Mwinde,
361,U1474,D,3,H,3,W,119,120,18,,14.69,cib,-0.149,0.013,3.708,0.023,,Chiza Mwinde,
361,U1474,D,3,H,3,W,119,120,18,,14.69,uvi,-0.62,0.017,4.224,0.03,,Chiza Mwinde,
361,U1474,D,3,H,3,W,131,132,18,,14.81,cib,-0.163,0.015,3.887,0.026,,Chiza Mwinde,
361,U1474,D,3,H,3,W,131,132,18,,14.81,uvi,-0.803,0.036,4.372,0.051,,Chiza Mwinde,
361,U1474,D,3,H,3,W,143,144,18,,14.93,cib,-0.045,0.022,3.776,0.036,,Chiza Mwinde,
361,U1474,D,3,H,3,W,143,144,18,,14.93,uvi,-0.627,0.017,4.454,0.043,,Chiza Mwinde,
361,U1474,D,3,H,4,W,6,7,18,,15.06,cib,0.259,0.029,3.606,0.051,,Chiza Mwinde,
361,U1474,D,3,H,4,W,6,7,18,,15.06,uvi,-0.182,0.021,4.267,0.025,,Chiza Mwinde,
361,U1474,D,3,H,4,W,18,19,18,,15.18,cib,-0.009,0.025,3.499,0.038,,Chiza Mwinde,
361,U1474,D,3,H,4,W,18,19,18,,15.18,uvi,-0.307,0.022,4.163,0.042,,Chiza Mwinde,
361,U1474,D,3,H,4,W,30,31,18,,15.3,cib,0.302,0.026,3.445,0.052,,Chiza Mwinde,
361,U1474,D,3,H,4,W,30,31,18,,15.3,uvi,-0.38,0.015,3.986,0.027,,Chiza Mwinde,
361,U1474,D,3,H,4,W,42,43,18,,15.42,cib,0.176,0.017,3.394,0.025,,Chiza Mwinde,
361,U1474,D,3,H,4,W,42,43,18,,15.42,uvi,-0.401,0.021,4.025,0.028,,Chiza Mwinde,
361,U1474,D,3,H,4,W,54,55,18,,15.54,cib,-0.112,0.024,3.554,0.039,,Chiza Mwinde,
361,U1474,D,3,H,4,W,54,55,18,,15.54,uvi,-0.649,0.026,4.012,0.026,,Chiza Mwinde,
361,U1474,D,3,H,4,W,67,68,18,,15.67,cib,0.255,0.026,3.304,0.043,,Chiza Mwinde,
361,U1474,D,3,H,4,W,67,68,18,,15.67,uvi,-0.224,0.012,3.78,0.043,,Chiza Mwinde,
361,U1474,D,3,H,4,W,79,80,18,,15.79,cib,0.688,0.024,2.857,0.025,,Chiza Mwinde,
361,U1474,D,3,H,4,W,79,80,18,,15.79,uvi,0.227,0.014,3.479,0.071,,Chiza Mwinde,
361,U1474,D,3,H,4,W,91,92,18,,15.91,cib,0.778,0.027,2.666,0.031,,Chiza Mwinde,
361,U1474,D,3,H,4,W,91,92,18,,15.91,uvi,0.196,0.007,3.22,0.024,,Chiza Mwinde,
361,U1474,D,3,H,4,W,103,104,18,,16.03,cib,0.815,0.018,2.644,0.028,,Chiza Mwinde,
361,U1474,D,3,H,4,W,103,104,18,,16.03,uvi,,,,,,Chiza Mwinde,
361,U1474,D,3,H,4,W,116,117,18,,16.16,cib,0.758,0.021,2.591,0.039,,Chiza Mwinde,
361,U1474,D,3,H,4,W,116,117,18,,16.16,uvi,,,,,,Chiza Mwinde,
361,U1474,D,3,H,4,W,128,129,18,,16.28,cib,0.663,0.024,2.575,0.04,,Chiza Mwinde,
361,U1474,D,3,H,4,W,128,129,18,,16.28,uvi,,,,,,Chiza Mwinde,
361,U1474,D,3,H,4,W,140,141,18,,16.4,cib,0.456,0.029,2.699,0.062,,Chiza Mwinde,
361,U1474,D,3,H,4,W,140,141,18,,16.4,uvi,,,,,,Chiza Mwinde,
361,U1474,D,3,H,5,W,2,3,18,,16.52,cib,0.497,0.017,2.712,0.043,,Chiza Mwinde,
361,U1474,D,3,H,5,W,2,3,18,,16.52,uvi,,,,,,Chiza Mwinde,
361,U1474,D,3,H,5,W,15,16,18,,16.65,cib,0.678,0.013,2.917,0.04,,Chiza Mwinde,
361,U1474,D,3,H,5,W,15,16,18,,16.65,uvi,,,,,,Chiza Mwinde,
361,U1474,D,3,H,5,W,27,28,18,,16.77,cib,0.398,0.015,3.077,0.024,,Chiza Mwinde,
361,U1474,D,3,H,5,W,27,28,18,,16.77,uvi,,,,,,Chiza Mwinde,
361,U1474,D,3,H,5,W,39,40,18,,16.89,cib,0.136,0.034,3.118,0.056,,Chiza Mwinde,
361,U1474,D,3,H,5,W,39,40,18,,16.89,uvi,,,,,,Chiza Mwinde,
361,U1474,D,3,H,5,W,51,52,18,,17.01,cib,0.036,0.015,3.506,0.035,,Chiza Mwinde,
361,U1474,D,3,H,5,W,51,52,18,,17.01,uvi,,,,,,Chiza Mwinde,
361,U1474,D,3,H,5,W,64,65,18,,17.14,cib,-0.165,0.012,4.42,0.033,,Chiza Mwinde,
361,U1474,D,3,H,5,W,64,65,18,,17.14,uvi,-1.17,0.031,4.973,0.034,,Chiza Mwinde,
361,U1474,A,3,H,3,W,111,112,18,,17.26,cib,,,,,,Chiza Mwinde,
361,U1474,A,3,H,3,W,111,112,18,,17.26,uvi,,,,,,Chiza Mwinde,
361,U1474,A,3,H,3,W,123,124,18,,17.38,cib,-0.502,0.013,4.664,0.039,,Chiza Mwinde,
361,U1474,A,3,H,3,W,123,124,18,,17.38,uvi,-0.973,0.018,5.127,0.034,,Chiza Mwinde,
361,U1474,A,3,H,3,W,135,136,18,,17.5,cib,,,,,,Chiza Mwinde,"sample lost, operator error"
361,U1474,A,3,H,3,W,135,136,18,,17.5,uvi,-1.081,0.029,5.158,0.029,,Chiza Mwinde,
361,U1474,A,3,H,3,W,148,149,18,,17.63,cib,,,,,,Chiza Mwinde,
361,U1474,A,3,H,3,W,148,149,18,,17.63,uvi,,,,,,Chiza Mwinde,
361,U1474,A,3,H,4,W,10,11,18,,17.75,cib,,,,,,Chiza Mwinde,
361,U1474,A,3,H,4,W,10,11,18,,17.75,uvi,,,,,,Chiza Mwinde,
361,U1474,A,3,H,4,W,22,23,18,,17.87,cib,,,,,,Chiza Mwinde,
361,U1474,A,3,H,4,W,22,23,18,,17.87,uvi,,,,,,Chiza Mwinde,
361,U1474,A,3,H,4,W,34,35,18,,17.99,cib,,,,,,Chiza Mwinde,
361,U1474,A,3,H,4,W,34,35,18,,17.99,uvi,,,,,,Chiza Mwinde,
361,U1474,A,3,H,4,W,47,48,18,,18.12,cib,-0.361,0.019,4.304,0.024,,Chiza Mwinde,
361,U1474,A,3,H,4,W,47,48,18,,18.12,uvi,-1.286,0.023,4.881,0.042,,Chiza Mwinde,
361,U1474,A,3,H,4,W,59,60,18,,18.24,cib,-0.13,0.02,4.218,0.03,,Chiza Mwinde,
361,U1474,A,3,H,4,W,59,60,18,,18.24,uvi,-0.922,0.025,4.765,0.033,,Chiza Mwinde,
361,U1474,A,3,H,4,W,71,72,18,,18.36,cib,,,,,,Chiza Mwinde,
361,U1474,A,3,H,4,W,71,72,18,,18.36,uvi,,,,,,Chiza Mwinde,
361,U1474,A,3,H,4,W,83,84,18,,18.48,cib,-0.302,0.023,3.442,0.026,,Chiza Mwinde,
361,U1474,A,3,H,4,W,83,84,18,,18.48,uvi,-0.836,0.017,4.112,0.032,,Chiza Mwinde,
361,U1474,A,3,H,4,W,95,96,18,,18.6,cib,-0.218,0.011,4.107,0.035,,Chiza Mwinde,
361,U1474,A,3,H,4,W,95,96,18,,18.6,uvi,-1.064,0.014,4.707,0.029,,Chiza Mwinde,
361,U1474,A,3,H,4,W,108,109,18,,18.73,cib,-0.23,0.014,4.123,0.039,,Chiza Mwinde,
361,U1474,A,3,H,4,W,108,109,18,,18.73,uvi,-1.261,0.015,4.632,0.035,,Chiza Mwinde,
361,U1474,A,3,H,4,W,120,121,18,,18.85,cib,,,,,,Chiza Mwinde,
361,U1474,A,3,H,4,W,120,121,18,,18.85,uvi,,,,,,Chiza Mwinde,
361,U1474,A,3,H,4,W,132,133,18,,18.97,cib,-0.455,0.02,4.248,0.035,,Chiza Mwinde,
361,U1474,A,3,H,4,W,132,133,18,,18.97,uvi,-1.033,0.03,4.792,0.053,,Chiza Mwinde,
361,U1474,A,3,H,4,W,144,145,18,,19.09,cib,-0.19,0.021,4.133,0.037,,Chiza Mwinde,
361,U1474,A,3,H,4,W,144,145,18,,19.09,uvi,-0.846,0.012,4.773,0.029,,Chiza Mwinde,
361,U1474,A,3,H,5,W,7,8,18,,19.22,cib,-0.145,0.015,3.855,0.02,,Chiza Mwinde,
361,U1474,A,3,H,5,W,7,8,18,,19.22,uvi,-0.967,0.015,4.661,0.029,,Chiza Mwinde,
361,U1474,A,3,H,5,W,19,20,18,,19.34,cib,-0.578,0.016,3.823,0.016,,Chiza Mwinde,
361,U1474,A,3,H,5,W,19,20,18,,19.34,uvi,-1.024,0.019,4.55,0.046,,Chiza Mwinde,
361,U1474,A,3,H,5,W,31,32,18,,19.46,cib,-0.655,0.011,4.05,0.027,,Chiza Mwinde,
361,U1474,A,3,H,5,W,31,32,18,,19.46,uvi,-0.995,0.02,4.585,0.033,,Chiza Mwinde,
361,U1474,A,3,H,5,W,43,44,18,,19.58,cib,-0.249,0.022,4.027,0.027,,Chiza Mwinde,
361,U1474,A,3,H,5,W,43,44,18,,19.58,uvi,-1.154,0.015,4.692,0.021,,Chiza Mwinde,
361,U1474,A,3,H,5,W,56,57,18,,19.71,cib,,,,,,Chiza Mwinde,
361,U1474,A,3,H,5,W,56,57,18,,19.71,uvi,,,,,,Chiza Mwinde,
361,U1474,A,3,H,5,W,68,69,18,,19.83,cib,-0.208,0.028,3.91,0.047,,Chiza Mwinde,
361,U1474,A,3,H,5,W,68,69,18,,19.83,uvi,-0.802,0.028,4.549,0.04,,Chiza Mwinde,
361,U1474,A,3,H,5,W,80,81,18,,19.95,cib,-0.39,0.015,3.94,0.032,,Chiza Mwinde,
361,U1474,A,3,H,5,W,80,81,18,,19.95,uvi,-0.842,0.011,4.457,0.029,,Chiza Mwinde,
361,U1474,A,3,H,5,W,92,93,18,,20.07,cib,-0.156,0.021,3.914,0.032,,Chiza Mwinde,
361,U1474,A,3,H,5,W,92,93,18,,20.07,uvi,-1.146,0.014,4.545,0.034,,Chiza Mwinde,
361,U1474,A,3,H,5,W,105,106,18,,20.2,cib,0.127,0.018,3.819,0.053,,Chiza Mwinde,
361,U1474,A,3,H,5,W,105,106,18,,20.2,uvi,-0.643,0.019,4.442,0.037,,Chiza Mwinde,
361,U1474,A,3,H,5,W,117,118,18,,20.32,cib,0.092,0.011,3.978,0.023,,Chiza Mwinde,
361,U1474,A,3,H,5,W,117,118,18,,20.32,uvi,-0.638,0.011,4.325,0.039,,Chiza Mwinde,
361,U1474,A,3,H,5,W,129,130,18,,20.44,cib,0.401,0.029,3.565,0.037,,Chiza Mwinde,
361,U1474,A,3,H,5,W,129,130,18,,20.44,uvi,-0.274,0.019,4.117,0.022,,Chiza Mwinde,
361,U1474,A,3,H,5,W,141,142,18,,20.56,cib,,,,,,Chiza Mwinde,
361,U1474,A,3,H,5,W,141,142,18,,20.56,uvi,-0.226,0.016,3.98,0.038,,Chiza Mwinde,
361,U1474,A,3,H,6,W,4,5,18,,20.69,cib,0.708,0.012,3.512,0.025,,Chiza Mwinde,
361,U1474,A,3,H,6,W,4,5,18,,20.69,uvi,-0.198,0.01,4.157,0.013,,Chiza Mwinde,
361,U1474,A,3,H,6,W,16,17,18,,20.81,cib,0.243,0.017,3.314,0.03,,Chiza Mwinde,
361,U1474,A,3,H,6,W,16,17,18,,20.81,uvi,-0.265,0.021,3.807,0.037,,Chiza Mwinde,
361,U1474,A,3,H,6,W,28,29,18,,20.93,cib,0.467,0.016,3.239,0.03,,Chiza Mwinde,
361,U1474,A,3,H,6,W,28,29,18,,20.93,uvi,-0.221,0.011,3.927,0.031,,Chiza Mwinde,
361,U1474,A,3,H,6,W,40,41,18,,21.05,cib,0.806,0.022,3.238,0.035,,Chiza Mwinde,
361,U1474,A,3,H,6,W,40,41,18,,21.05,uvi,-0.096,0.016,3.697,0.035,,Chiza Mwinde,
361,U1474,D,4,H,1,W,69,70,18,,21.18,cib,0.569,0.016,3.096,0.037,,Chiza Mwinde,
361,U1474,D,4,H,1,W,69,70,18,,21.18,uvi,-0.184,0.028,3.64,0.026,,Chiza Mwinde,
361,U1474,D,4,H,1,W,81,82,18,,21.3,cib,0.938,0.023,3.09,0.044,,Chiza Mwinde,
361,U1474,D,4,H,1,W,81,82,18,,21.3,uvi,-0.068,0.021,3.542,0.039,,Chiza Mwinde,
361,U1474,D,4,H,1,W,93,94,18,,21.42,cib,0.814,0.026,3.153,0.035,,Chiza Mwinde,
361,U1474,D,4,H,1,W,93,94,18,,21.42,uvi,0.011,0.006,3.714,0.03,,Chiza Mwinde,
361,U1474,D,4,H,1,W,105,106,18,,21.54,cib,0.697,0.028,3.241,0.052,,Chiza Mwinde,
361,U1474,D,4,H,1,W,105,106,18,,21.54,uvi,0.025,0.025,3.852,0.043,,Chiza Mwinde,
361,U1474,D,4,H,1,W,117,118,18,,21.66,cib,,,,,,Chiza Mwinde,
361,U1474,D,4,H,1,W,117,118,18,,21.66,uvi,-0.109,0.014,3.744,0.031,,Chiza Mwinde,
361,U1474,D,4,H,1,W,130,131,18,,21.79,cib,0.915,0.014,3.262,0.033,,Chiza Mwinde,
361,U1474,D,4,H,1,W,130,131,18,,21.79,uvi,0.133,0.02,3.828,0.015,,Chiza Mwinde,
361,U1474,D,4,H,1,W,142,143,18,,21.91,cib,0.657,0.023,3.33,0.023,,Chiza Mwinde,
361,U1474,D,4,H,1,W,142,143,18,,21.91,uvi,0.006,0.019,3.851,0.015,,Chiza Mwinde,
361,U1474,D,4,H,2,W,4,5,18,,22.03,cib,0.544,0.015,3.45,0.033,,Chiza Mwinde,
361,U1474,D,4,H,2,W,4,5,18,,22.03,uvi,-0.139,0.013,3.845,0.038,,Chiza Mwinde,
361,U1474,D,4,H,2,W,16,17,18,,22.15,cib,0.447,0.037,3.364,0.023,,Chiza Mwinde,
361,U1474,D,4,H,2,W,16,17,18,,22.15,uvi,-0.229,0.025,4.014,0.043,,Chiza Mwinde,
361,U1474,D,4,H,2,W,29,30,18,,22.28,cib,0.266,0.012,3.679,0.028,,Chiza Mwinde,
361,U1474,D,4,H,2,W,29,30,18,,22.28,uvi,0.342,0.026,4.163,0.023,,Chiza Mwinde,
361,U1474,D,4,H,2,W,41,42,18,,22.4,cib,0.764,0.018,3.584,0.044,,Chiza Mwinde,
361,U1474,D,4,H,2,W,41,42,18,,22.4,uvi,-0.256,0.032,4.165,0.046,,Chiza Mwinde,
361,U1474,D,4,H,2,W,53,54,18,,22.52,cib,0.379,0.015,3.569,0.026,,Chiza Mwinde,
361,U1474,D,4,H,2,W,53,54,18,,22.52,uvi,-0.292,0.02,4.112,0.044,,Chiza Mwinde,
361,U1474,D,4,H,2,W,65,66,18,,22.64,cib,0.594,0.016,3.277,0.014,,Chiza Mwinde,
361,U1474,D,4,H,2,W,65,66,18,,22.64,uvi,-0.202,0.017,3.945,0.043,,Chiza Mwinde,
361,U1474,D,4,H,2,W,78,79,18,,22.77,cib,0.273,0.024,3.511,0.056,,Chiza Mwinde,
361,U1474,D,4,H,2,W,78,79,18,,22.77,uvi,-0.319,0.02,4.084,0.034,,Chiza Mwinde,
361,U1474,D,4,H,2,W,90,91,18,,22.89,cib,0.414,0.012,3.249,0.035,,Chiza Mwinde,
361,U1474,D,4,H,2,W,90,91,18,,22.89,uvi,-0.623,0.018,4.227,0.032,,Chiza Mwinde,
361,U1474,D,4,H,2,W,102,103,18,,23.01,cib,-0.138,0.015,4.007,0.037,,Chiza Mwinde,
361,U1474,D,4,H,2,W,102,103,18,,23.01,uvi,,,,,,Chiza Mwinde,
361,U1474,D,4,H,2,W,114,115,18,,23.13,cib,-0.027,0.021,4.006,0.02,,Chiza Mwinde,
361,U1474,D,4,H,2,W,114,115,18,,23.13,uvi,-0.649,0.024,4.824,0.033,,Chiza Mwinde,
361,U1474,D,4,H,2,W,127,128,18,,23.26,cib,0.147,0.019,4.094,0.031,,Chiza Mwinde,
361,U1474,D,4,H,2,W,127,128,18,,23.26,uvi,-0.925,0.017,4.647,0.025,,Chiza Mwinde,
361,U1474,D,4,H,2,W,139,140,,,23.3784,cib,,,,,,Cody/Chiza,
361,U1474,D,4,H,2,W,139,140,18,,23.38,cib,0.08,0.02,3.97,0.042,,Romily B,
361,U1474,D,4,H,2,W,139,140,18,,23.38,uvi,,,,,,Romily B,
361,U1474,D,4,H,3,W,1,2,18,,23.5,cib,0.1,0.012,3.98,0.04,,Romily B,
361,U1474,D,4,H,3,W,1,2,18,,23.5,uvi,,,,,,Romily B,
361,U1474,D,4,H,3,W,1,2,,,23.5008,cib,0.754,0.013,4.132,0.046,,Cody/Chiza,
361,U1474,D,4,H,3,W,13,14,18,,23.62,cib,,,,,,Romily B,
361,U1474,D,4,H,3,W,13,14,18,,23.62,uvi,,,,,,Romily B,
361,U1474,D,4,H,3,W,26,27,18,,23.75,cib,0.12,0.023,4.04,0.051,,Romily B,
361,U1474,D,4,H,3,W,26,27,18,,23.75,uvi,,,,,,Romily B,
361,U1474,D,4,H,3,W,38,39,,,23.868,cib,,,,,,Cody/Chiza,
361,U1474,D,4,H,3,W,38,39,18,,23.87,cib,,0.061,,0.13,,Romily B,
361,U1474,D,4,H,3,W,38,39,18,,23.87,uvi,,,,,,Romily B,
361,U1474,D,4,H,3,W,50,51,18,,23.99,cib,0.03,0.025,3.56,0.026,,Romily B,
361,U1474,D,4,H,3,W,50,51,18,,23.99,uvi,,,,,,Romily B,
361,U1474,D,4,H,3,W,62,63,18,,24.11,cib,0.13,0.036,3.8,0.051,,Romily B,
361,U1474,D,4,H,3,W,62,63,18,,24.11,uvi,,,,,,Romily B,
361,U1474,F,4,H,3,W,62,63,,,24.1128,cib,,,,,,Cody/Chiza,
361,U1474,D,4,H,3,W,75,76,18,,24.24,cib,,,,,,Romily B,
361,U1474,D,4,H,3,W,75,76,18,,24.24,uvi,,,,,,Romily B,
361,U1474,D,4,H,3,W,87,88,,,24.3576,cib,,,,,,Cody/Chiza,
361,U1474,F,4,H,3,W,87,88,,,24.3576,cib,,,,,,Cody/Chiza,
361,U1474,D,4,H,3,W,87,88,18,,24.36,cib,,0.051,,0.118,,Romily B,
361,U1474,D,4,H,3,W,87,88,18,,24.36,uvi,,,,,,Romily B,
361,U1474,D,4,H,3,W,99,100,18,,24.48,cib,0.01,0.033,3.44,0.035,,Romily B,
361,U1474,D,4,H,3,W,99,100,18,,24.48,uvi,,,,,,Romily B,
361,U1474,D,4,H,3,W,99,100,,,24.48,cib,,,,,,Cody/Chiza,
361,U1474,D,4,H,3,W,111,112,18,,24.6,cib,0.75,0.043,2.84,0.058,,Romily B,
361,U1474,D,4,H,3,W,111,112,18,,24.6,uvi,,,,,,Romily B,
361,U1474,D,4,H,3,W,111,112,,,24.6024,uvi,-0.149,0.027,3.679,0.098,,Cody/Chiza,
361,U1474,D,4,H,3,W,111,112,,,24.6024,cib,,,,,,Cody/Chiza,
361,U1474,F,4,H,3,W,111,112,,,24.6024,cib,0.962,0.033,3.411,0.069,,Cody/Chiza,
361,U1474,D,4,H,3,W,123,124,18,,24.72,cib,0.54,0.032,3.11,0.046,,Romily B,
361,U1474,D,4,H,3,W,123,124,18,,24.72,uvi,,,,,,Romily B,
361,U1474,D,4,H,3,W,123,124,,,24.7248,cib,1.317,0.04,2.96,0.081,,Cody/Chiza,
361,U1474,D,4,H,3,W,136,137,,,24.8472,cib,,0.042,,0.148,,Cody/Chiza,
361,U1474,D,4,H,3,W,136,137,,,24.8472,cib,,,,,,Cody/Chiza,
361,U1474,D,4,H,3,W,136,137,18,,24.85,cib,0.69,0.025,3.03,0.051,,Romily B,
361,U1474,D,4,H,3,W,136,137,18,,24.85,uvi,,,,,,Romily B,
361,U1474,D,4,H,3,W,148,149,,,24.9696,cib,1.101,0.024,2.885,0.072,,Cody/Chiza,
361,U1474,D,4,H,3,W,148,149,18,,24.97,cib,0.66,0.032,2.83,0.063,,Romily B,
361,U1474,D,4,H,3,W,148,149,18,,24.97,uvi,,,,,,Romily B,
361,U1474,D,4,H,4,W,10,11,18,,25.09,cib,0.16,0.025,3.34,0.042,,Romily B,
361,U1474,D,4,H,4,W,10,11,18,,25.09,uvi,,,,,,Romily B,
361,U1474,D,4,H,4,W,22,23,18,,25.21,cib,0.08,0.033,3.24,0.058,,Romily B,
361,U1474,D,4,H,4,W,22,23,18,,25.21,uvi,,,,,,Romily B,
361,U1474,D,4,H,4,W,22,23,,,25.2144,cib,,,,,,Cody/Chiza,
361,U1474,D,4,H,4,W,35,36,,,25.3368,cib,0.533,0.03,3.854,0.083,,Cody/Chiza,
361,U1474,D,4,H,4,W,35,36,,,25.3368,cib,,,,,,Cody/Chiza,
361,U1474,D,4,H,4,W,35,36,18,,25.34,cib,-0.02,0.031,3.8,0.043,,Romily B,
361,U1474,D,4,H,4,W,35,36,18,,25.34,uvi,,,,,,Romily B,
361,U1474,D,4,H,4,W,47,48,18,,25.46,cib,-0.16,0.043,3.05,0.067,,Romily B,
361,U1474,D,4,H,4,W,47,48,18,,25.46,uvi,,,,,,Romily B,
361,U1474,D,4,H,4,W,59,60,18,,25.58,cib,0.48,0.03,3.68,0.061,,Romily B,
361,U1474,D,4,H,4,W,59,60,18,,25.58,uvi,,,,,,Romily B,
361,U1474,D,4,H,4,W,71,72,18,,25.7,cib,0.47,0.033,3.43,0.039,,Romily B,
361,U1474,D,4,H,4,W,71,72,18,,25.7,uvi,,,,,,Romily B,
361,U1474,D,4,H,4,W,84,85,,,25.8264,uvi,-0.471,0.015,4.133,0.025,,Cody/Chiza,
361,U1474,D,4,H,4,W,84,85,,,25.8264,cib,,,,,,Cody/Chiza,
361,U1474,D,4,H,4,W,84,85,18,,25.83,cib,0.19,0.018,3.61,0.055,,Romily B,
361,U1474,D,4,H,4,W,84,85,18,,25.83,uvi,,,,,,Romily B,
361,U1474,F,4,H,3,W,50,51,18,,25.95,cib,0.59,0.034,3.43,0.059,,Romily B,
