Exp,Site,Hole,Core,Type,Section,A/W,Top offset (cm),Bottom offset (cm),Top depth CCSF (m),Bottom depth CCSF (m),Species,benthic d18O,s d18O,benthic d13C,s d13C
361,U1474,F,4,H,3,W,99.0,100.0,26.494,26.504,cib,3.64,0.075,0.31,0.046
361,U1474,F,4,H,3,W,111.0,112.0,26.614,26.624000000000002,uvi & cib,3.9350000000000005,0.0485,0.42000000000000004,0.0305
361,U1474,F,4,H,3,W,123.0,124.0,26.734,26.744,cib,3.54,0.042,0.6000000000000001,0.026
361,U1474,F,4,H,3,W,136.0,137.0,26.864,26.874000000000002,cib,4.34,0.047,-0.13,0.044
361,U1474,F,4,H,3,W,148.0,149.0,26.984,26.994,cib,5.18,0.046,-0.07,0.031
361,U1474,F,4,H,4,W,10.0,11.0,27.104000000000003,27.114,cib,5.0,0.05,0.01999999999999999,0.029
361,U1474,F,4,H,4,W,22.0,23.0,27.224,27.234,cib,5.13,0.044,-0.15000000000000002,0.024
361,U1474,F,4,H,4,W,35.0,36.0,27.354000000000003,27.364,cib,4.93,0.042,-0.19,0.022
361,U1474,F,4,H,4,W,47.0,48.0,27.474,27.484,cib,4.47,0.024,-0.71,0.022
361,U1474,F,4,H,4,W,59.0,60.0,27.594,27.604000000000003,cib,4.67,0.036,-0.08,0.026
361,U1474,F,4,H,4,W,71.0,72.0,27.714000000000002,27.724,cib,4.67,0.064,-0.33,0.044
361,U1474,F,4,H,4,W,83.0,84.0,27.834,27.844,cib,4.779999999999999,0.02,-0.43,0.022
361,U1474,F,4,H,4,W,96.0,97.0,27.964000000000002,27.974,cib,4.699999999999999,0.096,-0.48,0.059
361,U1474,F,4,H,4,W,108.0,109.0,28.084000000000003,28.094,cib,4.52,0.047,-0.6599999999999999,0.023
361,U1474,F,4,H,4,W,120.0,121.0,28.204,28.214000000000002,cib,4.1,0.034,-0.21000000000000002,0.066
361,U1474,F,4,H,4,W,132.0,133.0,28.324,28.334000000000003,cib,4.54,0.045,-0.41000000000000003,0.026
361,U1474,F,4,H,4,W,145.0,146.0,28.454,28.464000000000002,cib,4.6499999999999995,0.031,-0.6000000000000001,0.03
361,U1474,F,4,H,5,W,7.0,8.0,28.574,28.584,cib,4.45,0.05,-0.19,0.028
361,U1474,F,4,H,5,W,19.0,20.0,28.694000000000003,28.704,cib,4.52,0.076,-0.17,0.048
361,U1474,F,4,H,5,W,31.0,32.0,28.814,28.824,cib,4.3,0.037,-0.29000000000000004,0.014
361,U1474,F,4,H,5,W,44.0,45.0,28.944000000000003,28.954,cib,4.28,0.06,0.1,0.023
361,U1474,F,4,H,5,W,56.0,57.0,29.064,29.074,cib,4.2299999999999995,0.045,0.24,0.035
361,U1474,F,4,H,5,W,68.0,69.0,29.184,29.194000000000003,cib,3.75,0.06,0.37,0.021
361,U1474,F,4,H,5,W,80.0,81.0,29.304000000000002,29.314,cib,3.79,0.041,0.41,0.058
361,U1474,F,4,H,5,W,93.0,94.0,29.434,29.444000000000003,cib,3.69,0.054,0.6199999999999999,0.033
361,U1474,F,4,H,5,W,105.0,106.0,29.554000000000002,29.564,cib,4.13,0.025,0.07,0.017
361,U1474,F,4,H,5,W,117.0,118.0,29.674,29.684,cib,3.91,0.031,0.37,0.032
361,U1474,F,4,H,5,W,129.0,130.0,29.794,29.804000000000002,cib,4.36,0.051,-0.26,0.026
361,U1474,F,4,H,5,W,142.0,143.0,29.924,29.934,cib,4.61,0.053,-0.45,0.049
361,U1474,F,4,H,6,W,4.0,5.0,30.044,30.054000000000002,cib,4.62,0.073,-0.24000000000000002,0.034
361,U1474,F,4,H,6,W,16.0,17.0,30.164,30.174000000000003,cib,4.54,0.054,0.09,0.036
361,U1474,F,4,H,6,W,28.0,29.0,30.284000000000002,30.294,cib,4.45,0.06,0.2,0.026
361,U1474,F,4,H,6,W,41.0,42.0,30.414,30.424000000000003,cib,4.2299999999999995,0.047,0.24,0.016
361,U1474,F,4,H,6,W,53.0,54.0,30.534000000000002,30.544,cib,4.2299999999999995,0.034,0.09,0.028
361,U1474,F,4,H,6,W,65.0,66.0,30.654,30.664,cib,4.36,0.024,-0.11000000000000001,0.016
361,U1474,A,4,H,5,W,15.0,16.0,31.145999999999997,31.156,cib,4.63,0.064,-0.38,0.023
361,U1474,A,4,H,5,W,88.0,89.0,31.875999999999998,31.886,uvi & cib,4.0473333333333334,0.04666666666666667,0.3463333333333333,0.02366666666666667
361,U1474,A,4,H,5,W,101.0,102.0,32.006,32.016,uvi & cib,3.7475,0.0285,0.5625,0.018
361,U1474,A,4,H,5,W,113.0,114.0,32.126,32.135999999999996,cib,3.5500000000000003,0.041,0.242,0.014
361,U1474,A,4,H,5,W,125.0,126.0,32.245999999999995,32.256,uvi & cib,3.9963333333333337,0.044000000000000004,-0.09966666666666668,0.018333333333333333
361,U1474,A,4,H,5,W,137.0,138.0,32.366,32.376,uvi & cib,4.523666666666666,0.054,-0.156,0.025333333333333333
361,U1474,A,4,H,5,W,150.0,151.0,32.495999999999995,32.506,uvi & cib,4.751666666666666,0.039,-0.6453333333333333,0.023000000000000003
361,U1474,A,4,H,6,W,12.0,13.0,32.616,32.626000000000005,uvi & cib,4.85975,0.0315,-0.4650000000000001,0.01875
361,U1474,A,4,H,6,W,24.0,25.0,32.736000000000004,32.746,uvi & cib,4.8036666666666665,0.028999999999999998,-0.4336666666666667,0.019
361,U1474,A,4,H,6,W,36.0,37.0,32.856,32.866,uvi & cib,4.77225,0.026000000000000002,-0.39775,0.02175
361,U1474,A,4,H,6,W,49.0,50.0,32.986000000000004,32.996,uvi & cib,4.66775,0.05975,-0.2725000000000001,0.02525
361,U1474,A,4,H,6,W,61.0,62.0,33.106,33.116,uvi & cib,4.5840000000000005,0.03833333333333333,-0.259,0.019
361,U1474,A,4,H,6,W,73.0,74.0,33.226,33.236000000000004,uvi & cib,4.5329999999999995,0.057749999999999996,-0.2995,0.03725
361,U1474,A,4,H,6,W,85.0,86.0,33.346000000000004,33.356,uvi & cib,4.417000000000001,0.027,-0.12633333333333338,0.018666666666666668
361,U1474,A,4,H,6,W,98.0,99.0,33.476,33.486000000000004,uvi & cib,4.25725,0.034999999999999996,0.1255,0.0205
361,U1474,A,4,H,6,W,110.0,111.0,33.596000000000004,33.606,uvi & cib,4.1963333333333335,0.027666666666666662,0.05699999999999999,0.016333333333333335
361,U1474,F,5,H,1,W,85.0,86.0,33.714,33.724,uvi & cib,3.8253333333333335,0.04066666666666666,0.3203333333333333,0.022000000000000002
361,U1474,F,5,H,1,W,97.0,98.0,33.833999999999996,33.843999999999994,uvi & cib,3.9410000000000003,0.03166666666666667,-0.028666666666666712,0.013333333333333334
361,U1474,F,5,H,1,W,109.0,110.0,33.954,33.964,uvi & cib,4.181,0.027,-0.08766666666666667,0.025666666666666667
361,U1474,F,5,H,1,W,122.0,123.0,34.083999999999996,34.093999999999994,uvi & cib,4.003333333333333,0.04033333333333333,-0.04533333333333334,0.023999999999999997
361,U1474,F,5,H,1,W,134.0,135.0,34.204,34.214,uvi & cib,3.984,0.025,-0.25200000000000006,0.021
361,U1474,F,5,H,1,W,146.0,147.0,34.324,34.333999999999996,uvi & cib,3.857666666666667,0.029666666666666664,0.2163333333333333,0.015333333333333332
361,U1474,F,5,H,2,W,8.0,9.0,34.443999999999996,34.454,uvi & cib,3.8770000000000002,0.056,0.4492499999999999,0.0205
361,U1474,F,5,H,2,W,21.0,22.0,34.574,34.583999999999996,uvi & cib,3.87575,0.05,-0.028250000000000025,0.02675
361,U1474,F,5,H,2,W,33.0,34.0,34.693999999999996,34.704,uvi & cib,3.8370000000000006,0.047,0.37279999999999996,0.022600000000000002
361,U1474,F,5,H,2,W,45.0,46.0,34.814,34.824,uvi & cib,3.8,0.0368,0.15619999999999995,0.016599999999999997
361,U1474,F,5,H,2,W,57.0,58.0,34.934,34.943999999999996,uvi & cib,3.658,0.0428,0.036199999999999975,0.02
361,U1474,F,5,H,2,W,70.0,71.0,35.064,35.074,uvi & cib,4.6739999999999995,0.068,-0.38150000000000006,0.03775
361,U1474,F,5,H,2,W,82.0,83.0,35.184,35.193999999999996,uvi & cib,4.757,0.03575,-0.56925,0.02625
361,U1474,F,5,H,2,W,94.0,95.0,35.303999999999995,35.314,uvi & cib,4.9145,0.0305,-0.4590000000000001,0.0135
361,U1474,F,5,H,2,W,106.0,107.0,35.424,35.434,uvi & cib,4.797,0.041,-0.501,0.033
361,U1474,F,5,H,2,W,119.0,120.0,35.553999999999995,35.564,uvi & cib,4.575,0.036500000000000005,-0.38550000000000006,0.017
361,U1474,F,5,H,2,W,143.0,144.0,35.794,35.803999999999995,uvi & cib,4.6705000000000005,0.034499999999999996,-0.7210000000000001,0.0185
361,U1474,F,5,H,3,W,5.0,6.0,35.913999999999994,35.924,uvi & cib,4.6995000000000005,0.051500000000000004,-0.5195000000000001,0.0195
361,U1474,F,5,H,3,W,18.0,19.0,36.044,36.053999999999995,uvi & cib,4.73825,0.059,-0.58775,0.02225
361,U1474,F,5,H,3,W,30.0,31.0,36.163999999999994,36.174,uvi & cib,4.63275,0.04525,-0.5115000000000001,0.031
361,U1474,F,5,H,3,W,42.0,43.0,36.284,36.294,uvi & cib,4.391333333333333,0.033,-0.05300000000000004,0.014666666666666666
361,U1474,F,5,H,3,W,54.0,55.0,36.403999999999996,36.413999999999994,uvi & cib,4.223,0.037333333333333336,-0.211,0.022333333333333334
361,U1474,F,5,H,3,W,67.0,68.0,36.534,36.544,uvi & cib,4.161,0.06575,-0.039750000000000014,0.0275
361,U1474,F,5,H,3,W,79.0,80.0,36.653999999999996,36.663999999999994,uvi & cib,4.38375,0.06375,-0.23175000000000007,0.03325
361,U1474,F,5,H,3,W,91.0,92.0,36.773999999999994,36.784,uvi & cib,4.707333333333334,0.051666666666666666,-0.9976666666666666,0.024333333333333335
361,U1474,F,5,H,3,W,103.0,104.0,36.894,36.903999999999996,uvi & cib,4.80575,0.052500000000000005,-0.66125,0.028249999999999997
361,U1474,F,5,H,3,W,115.0,116.0,37.013999999999996,37.023999999999994,uvi,4.656,0.097,-0.8119999999999999,0.025
361,U1474,F,5,H,3,W,128.0,129.0,37.144,37.153999999999996,uvi & cib,4.6025,0.065,-0.7889999999999999,0.041999999999999996
361,U1474,F,5,H,3,W,140.0,141.0,37.263999999999996,37.273999999999994,uvi & cib,4.5280000000000005,0.0475,-0.5150000000000001,0.023
361,U1474,F,5,H,4,W,2.0,3.0,37.384,37.394,uvi & cib,4.444333333333334,0.043666666666666666,-0.4590000000000001,0.02033333333333333
361,U1474,F,5,H,4,W,14.0,15.0,37.504,37.513999999999996,uvi & cib,4.241999999999999,0.061,-0.326,0.028999999999999998
361,U1474,F,5,H,4,W,15.0,16.0,37.513999999999996,37.523999999999994,uvi,4.395,0.055,-0.19099999999999995,0.011
361,U1474,F,5,H,4,W,27.0,28.0,37.634,37.644,uvi & cib,4.3373333333333335,0.04766666666666667,-0.395,0.026
361,U1474,F,5,H,4,W,39.0,40.0,37.754,37.763999999999996,uvi & cib,4.199333333333333,0.067,-0.18566666666666667,0.03766666666666667
361,U1474,F,5,H,4,W,51.0,52.0,37.873999999999995,37.884,uvi & cib,3.9003333333333337,0.06266666666666666,0.1273333333333333,0.026333333333333334
361,U1474,F,5,H,4,W,63.0,64.0,37.994,38.004,uvi & cib,3.99,0.04,0.17699999999999994,0.0175
361,U1474,F,5,H,4,W,76.0,77.0,38.123999999999995,38.134,uvi & cib,3.8673333333333333,0.03333333333333333,0.21299999999999997,0.018333333333333337
361,U1474,F,5,H,4,W,88.0,89.0,38.244,38.254,uvi & cib,3.636333333333333,0.05266666666666667,0.3476666666666666,0.028333333333333335
361,U1474,F,5,H,4,W,112.0,113.0,38.483999999999995,38.494,uvi & cib,3.444,0.07766666666666666,0.365,0.042666666666666665
361,U1474,F,5,H,4,W,125.0,126.0,38.614,38.623999999999995,cib,3.462,0.039,0.438,0.018
361,U1474,F,5,H,4,W,137.0,138.0,38.733999999999995,38.744,cib,3.48,0.036,0.292,0.017
361,U1474,F,5,H,4,W,149.0,150.0,38.854,38.864,uvi & cib,3.6109999999999998,0.06075,0.04099999999999998,0.03175
361,U1474,F,5,H,5,W,11.0,12.0,38.974,38.983999999999995,uvi & cib,4.3053333333333335,0.050333333333333334,-0.4413333333333333,0.030666666666666665
361,U1474,F,5,H,5,W,36.0,37.0,39.224,39.233999999999995,uvi & cib,4.476833333333333,0.07383333333333333,-0.15700000000000006,0.022500000000000003
361,U1474,F,5,H,5,W,48.0,49.0,39.343999999999994,39.354,uvi & cib,4.5466,0.05600000000000001,-0.020799999999999996,0.023799999999999998
361,U1474,F,5,H,5,W,60.0,61.0,39.464,39.474,uvi & cib,4.30525,0.068,-0.07375000000000004,0.031
361,U1474,F,5,H,5,W,73.0,74.0,39.593999999999994,39.604,uvi & cib,4.091,0.037,0.3539999999999999,0.021
361,U1474,F,5,H,5,W,85.0,86.0,39.714,39.724,uvi & cib,3.958,0.0385,0.08049999999999996,0.015
361,U1474,F,5,H,5,W,97.0,98.0,39.833999999999996,39.843999999999994,uvi & cib,4.0185,0.0235,0.12199999999999996,0.0125
361,U1474,F,5,H,5,W,109.0,110.0,39.954,39.964,uvi & cib,3.9050000000000002,0.024,-0.056999999999999995,0.02
361,U1474,F,5,H,5,W,121.0,122.0,40.074,40.083999999999996,uvi & cib,4.1259999999999994,0.0315,-0.1605,0.020999999999999998
361,U1474,F,5,H,5,W,134.0,135.0,40.204,40.214,uvi & cib,4.1075,0.0335,0.13149999999999998,0.019999999999999997
361,U1474,F,5,H,5,W,146.0,147.0,40.324,40.333999999999996,uvi & cib,4.2695,0.0375,0.010999999999999968,0.0185
361,U1474,F,5,H,6,W,20.0,21.0,40.564,40.574,uvi & cib,4.397,0.0455,-0.03899999999999998,0.026
361,U1474,F,5,H,6,W,33.0,34.0,40.693999999999996,40.704,uvi & cib,4.2605,0.031,0.000999999999999987,0.014499999999999999
361,U1474,F,5,H,6,W,45.0,46.0,40.814,40.824,uvi & cib,4.111666666666666,0.04466666666666667,-0.1376666666666667,0.015
361,U1474,F,5,H,6,W,57.0,58.0,40.934,40.943999999999996,uvi & cib,4.0225,0.052500000000000005,0.40449999999999997,0.0265
361,U1474,F,5,H,6,W,69.0,70.0,41.053999999999995,41.064,uvi & cib,3.962,0.0555,0.2655,0.0285
361,U1474,F,5,H,6,W,82.0,83.0,41.184,41.193999999999996,uvi & cib,3.936,0.039,0.256,0.025
361,U1474,F,5,H,6,W,94.0,95.0,41.303999999999995,41.314,uvi & cib,3.746,0.0475,0.474,0.0225
361,U1474,F,5,H,6,W,106.0,107.0,41.424,41.434,uvi & cib,4.3919999999999995,0.034499999999999996,-0.03950000000000005,0.02
361,U1474,F,5,H,6,W,118.0,119.0,41.544,41.553999999999995,uvi & cib,4.346500000000001,0.036000000000000004,0.13099999999999995,0.0135
361,U1474,F,5,H,6,W,131.0,132.0,41.674,41.684,uvi & cib,4.3255,0.035,-0.10450000000000004,0.019
361,U1474,F,5,H,6,W,143.0,144.0,41.794,41.803999999999995,uvi & cib,4.2989999999999995,0.041999999999999996,-0.10750000000000001,0.0215
361,U1474,D,6,H,1,W,142.0,143.0,41.919000000000004,41.929,uvi & cib,3.8505000000000003,0.040999999999999995,0.2275,0.022
361,U1474,D,6,H,2,W,4.0,5.0,42.039,42.049,uvi & cib,3.9985,0.028499999999999998,0.2845,0.0155
361,U1474,D,6,H,2,W,17.0,18.0,42.169000000000004,42.179,uvi & cib,3.994,0.046,0.3075,0.0245
361,U1474,D,6,H,2,W,29.0,30.0,42.289,42.299,uvi & cib,3.712,0.025,0.5775,0.0105
361,U1474,D,6,H,2,W,41.0,42.0,42.409,42.419000000000004,uvi & cib,3.8925,0.037000000000000005,0.22899999999999995,0.015
361,U1474,D,6,H,2,W,53.0,54.0,42.529,42.539,uvi & cib,4.2546,0.0514,0.03719999999999998,0.017599999999999998
361,U1474,D,6,H,2,W,66.0,67.0,42.659,42.669000000000004,uvi & cib,4.5504999999999995,0.037500000000000006,-0.20650000000000004,0.018
361,U1474,D,6,H,2,W,78.0,79.0,42.779,42.789,uvi & cib,4.5634999999999994,0.0315,-0.05300000000000002,0.018500000000000003
361,U1474,D,6,H,2,W,90.0,91.0,42.899,42.909,uvi & cib,4.4885,0.038,-0.201,0.018000000000000002
361,U1474,D,6,H,3,W,13.0,14.0,43.629000000000005,43.639,uvi & cib,4.356999999999999,0.045,-0.30500000000000005,0.014499999999999999
361,U1474,D,6,H,3,W,26.0,27.0,43.759,43.769000000000005,uvi & cib,4.306,0.0345,-0.14500000000000002,0.017
361,U1474,D,6,H,3,W,38.0,39.0,43.879000000000005,43.889,uvi & cib,4.25,0.028,-0.05,0.0215
361,U1474,D,6,H,3,W,50.0,51.0,43.999,44.009,uvi & cib,4.0815,0.040499999999999994,0.2395,0.020999999999999998
361,U1474,D,6,H,3,W,62.0,63.0,44.119,44.129000000000005,uvi & cib,3.688,0.035,0.5495,0.0135
361,U1474,D,6,H,3,W,75.0,76.0,44.249,44.259,uvi & cib,3.424,0.036,0.5035,0.018000000000000002
361,U1474,D,6,H,3,W,87.0,88.0,44.369,44.379000000000005,uvi & cib,3.4175,0.031,0.631,0.013
361,U1474,D,6,H,3,W,99.0,100.0,44.489000000000004,44.499,uvi & cib,3.3899999999999997,0.03,0.424,0.015
361,U1474,D,6,H,3,W,111.0,112.0,44.609,44.619,uvi & cib,3.3785,0.0355,0.44899999999999995,0.0185
361,U1474,D,6,H,3,W,124.0,125.0,44.739000000000004,44.749,uvi & cib,3.5093333333333336,0.04733333333333333,0.5933333333333333,0.01966666666666667
361,U1474,D,6,H,3,W,136.0,137.0,44.859,44.869,cib,3.818,0.057,0.40199999999999997,0.023
361,U1474,D,6,H,3,W,148.0,149.0,44.979,44.989000000000004,uvi & cib,3.904,0.0335,0.589,0.019
361,U1474,D,6,H,4,W,10.32,11.32,45.1022,45.1122,cib,3.9970000000000003,0.033,0.362,0.014
361,U1474,D,6,H,4,W,22.56,23.56,45.2246,45.2346,uvi & cib,4.2044999999999995,0.04,0.3384999999999999,0.0225
361,U1474,D,6,H,4,W,34.8,35.8,45.347,45.357,uvi & cib,4.2305,0.04,0.07149999999999997,0.010499999999999999
361,U1474,D,6,H,4,W,47.04,48.04,45.4694,45.479400000000005,uvi & cib,4.297000000000001,0.042499999999999996,-0.05750000000000002,0.015
361,U1474,D,6,H,4,W,59.28,60.28,45.5918,45.601800000000004,uvi & cib,4.268,0.0415,-0.035,0.0185
361,U1474,D,6,H,4,W,71.52,72.52,45.714200000000005,45.7242,uvi & cib,4.148,0.0435,0.10249999999999995,0.0225
361,U1474,D,6,H,4,W,83.76,84.76,45.836600000000004,45.8466,uvi & cib,3.9099999999999997,0.0395,0.43099999999999994,0.02
361,U1474,D,6,H,4,W,96.0,97.0,45.959,45.969,uvi & cib,3.678,0.027999999999999997,0.4245,0.014
361,U1474,D,6,H,4,W,108.24,109.24,46.0814,46.0914,cib,3.904,0.048,0.297,0.023
361,U1474,D,6,H,4,W,120.48,121.48,46.2038,46.2138,uvi & cib,4.0635,0.044,0.282,0.018500000000000003
361,U1474,D,6,H,4,W,132.72,133.72,46.3262,46.336200000000005,uvi & cib,4.4395,0.0455,-0.28700000000000003,0.023
361,U1474,D,6,H,4,W,144.96,145.96,46.4486,46.458600000000004,uvi & cib,4.372999999999999,0.0635,-0.24950000000000006,0.0145
361,U1474,D,6,H,5,W,7.2,8.2,46.571000000000005,46.581,uvi & cib,4.6745,0.0505,-0.3315,0.0225
361,U1474,D,6,H,5,W,19.44,20.44,46.693400000000004,46.7034,uvi & cib,4.505,0.036000000000000004,-0.35200000000000004,0.018000000000000002
361,U1474,D,6,H,5,W,31.68,32.68,46.8158,46.8258,uvi & cib,4.678,0.043,-0.30700000000000005,0.015
361,U1474,D,6,H,5,W,43.92,44.92,46.9382,46.9482,uvi & cib,4.4885,0.046,-0.16400000000000003,0.021
361,U1474,D,6,H,5,W,56.16,57.16,47.0606,47.0706,uvi & cib,4.0675,0.0375,0.14250000000000002,0.0125
361,U1474,D,6,H,5,W,68.4,69.4,47.183,47.193000000000005,uvi & cib,4.0835,0.0605,-0.06500000000000003,0.022
361,U1474,D,6,H,5,W,80.64,81.64,47.305400000000006,47.315400000000004,uvi & cib,4.2204999999999995,0.052,0.23,0.015
361,U1474,D,6,H,5,W,92.88,93.88,47.427800000000005,47.4378,uvi & cib,4.009,0.08299999999999999,0.5569999999999999,0.052
361,U1474,D,6,H,5,W,93.0,94.0,47.429,47.439,uvi & cib,4.006,0.052500000000000005,0.09999999999999999,0.022
361,U1474,D,6,H,5,W,105.12,106.12,47.550200000000004,47.5602,uvi & cib,3.8970000000000002,0.039999999999999994,0.4425,0.019
361,U1474,D,6,H,5,W,117.36,118.36,47.6726,47.6826,uvi & cib,3.8840000000000003,0.055,0.22649999999999998,0.02
361,U1474,D,6,H,5,W,129.6,130.6,47.795,47.805,uvi & cib,3.859,0.0395,0.709,0.0195
361,U1474,D,6,H,6,W,4.08,5.08,48.0398,48.049800000000005,cib,3.605,0.06,0.6819999999999999,0.022
361,U1474,D,6,H,6,W,16.0,17.0,48.159,48.169000000000004,cib,3.692,0.062,0.359,0.019
361,U1474,D,6,H,6,W,16.32,17.32,48.162200000000006,48.172200000000004,cib,,0.081,,0.061
361,U1474,D,6,H,6,W,28.56,29.56,48.284600000000005,48.2946,uvi & cib,3.6510000000000002,0.056499999999999995,0.5635,0.018500000000000003
361,U1474,D,6,H,6,W,40.8,41.8,48.407000000000004,48.417,uvi & cib,3.5725000000000002,0.0615,0.714,0.018500000000000003
361,U1474,D,6,H,6,W,53.0,54.0,48.529,48.539,cib,3.512,0.045,0.6120000000000001,0.027
361,U1474,D,6,H,6,W,53.04,54.04,48.5294,48.5394,uvi & cib,3.599,0.058499999999999996,0.8815,0.035
361,U1474,D,6,H,6,W,65.28,66.28,48.6518,48.6618,uvi & cib,3.6270000000000002,0.04666666666666667,0.6880000000000001,0.028
361,U1474,D,6,H,6,W,77.52,78.52,48.7742,48.784200000000006,uvi & cib,3.7335000000000003,0.062,0.6285,0.018
361,U1474,D,6,H,6,W,89.76,90.76,48.8966,48.906600000000005,uvi & cib,3.802,0.0685,0.355,0.0225
361,U1474,D,6,H,6,W,90.0,91.0,48.899,48.909,cib,3.792,0.068,0.44099999999999995,0.016
